group_id,Player,careers,Pos,Tm,G,PER,GS,MP,TS,OWS,DWS,WS,BPM,FG,P2,P3
556,David Stockton,1,PG,SAC,3.0,10.8,0.0,33.0,0.5,0.0,0.0,0.0,-8.4,0.3,0.2,0.5
557,David Thirdkill,6,SF,BOS,189.0,6.3,6.0,1584.0,0.5,-0.1,0.3,0.2,-5.5,0.5,0.5,0.0
558,David Thompson*,3,SG,SEA,155.0,17.9,69.0,3750.0,0.6,2.2,0.7,2.8,-1.7,0.5,0.5,0.2
559,David Vanterpool,1,PG,WAS,22.0,10.9,0.0,411.0,0.5,-0.2,0.2,0.0,-3.6,0.4,0.4,0.0
560,David Vaughn,3,PF,GSW,95.0,9.4,2.0,1077.0,0.4,-0.4,0.5,0.1,-5.5,0.4,0.4,0.0
561,David Wear,1,PF,SAC,2.0,2.4,0.0,7.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0
562,David Wesley,16,SG,CLE,1029.0,13.4,875.0,33046.0,0.5,2.4,1.8,4.2,-0.2,0.4,0.4,0.4
563,David West,14,C,GSW,961.0,17.8,742.0,28145.0,0.5,3.0,2.8,5.9,1.2,0.5,0.5,0.3
564,David Wingate,12,SG,SEA,712.0,9.6,218.0,13110.0,0.5,-0.0,1.0,1.0,-3.1,0.4,0.5,0.2
565,David Wood,8,PF,MIL,468.0,9.7,31.0,6287.0,0.6,0.9,0.6,1.4,-1.6,0.5,0.5,0.3
566,Davis Bertans,1,PF,SAS,67.0,12.9,6.0,808.0,0.6,1.1,1.2,2.3,1.7,0.4,0.6,0.4
567,DeAndre Jordan,6,C,LAC,456.0,17.9,384.0,12970.0,0.6,4.4,3.6,8.1,1.7,0.7,0.7,0.0
568,DeAndre Liggins,5,SG,DAL,180.0,10.1,39.0,1959.0,0.5,-0.2,0.5,0.3,-2.5,0.4,0.5,0.2
569,DeAndre' Bembry,1,SF,ATL,38.0,8.8,1.0,371.0,0.5,-0.1,0.4,0.3,-4.3,0.5,0.6,0.1
570,DeJuan Blair,6,C,WAS,395.0,15.0,179.0,6874.0,0.5,1.3,1.8,3.2,-0.5,0.5,0.5,0.0
571,DeJuan Wheat,2,PG,VAN,80.0,13.2,0.0,740.0,0.5,0.2,0.1,0.2,-4.2,0.4,0.4,0.4
572,DeMar DeRozan,8,SG,TOR,595.0,17.0,583.0,20275.0,0.5,4.0,1.6,5.5,-1.1,0.4,0.5,0.3
573,DeMarcus Cousins,9,C,NOP,559.0,23.0,537.0,18035.0,0.5,2.1,2.8,4.9,3.3,0.5,0.5,0.2
574,DeMarcus Nelson,1,PG,GSW,13.0,6.5,5.0,171.0,0.4,-0.3,0.1,-0.3,-6.6,0.4,0.5,0.0
575,DeMarre Carroll,8,SF,TOR,422.0,12.4,267.0,9779.0,0.5,1.5,1.3,2.8,0.2,0.4,0.5,0.3
576,DeQuan Jones,1,SF,ORL,63.0,8.4,17.0,803.0,0.5,-0.3,0.4,0.1,-6.1,0.4,0.5,0.3
577,DeSagana Diop,4,C,CHA,223.0,8.8,55.0,3522.0,0.4,0.3,1.6,1.9,-0.3,0.4,0.4,0.1
578,DeShawn Stevenson,17,SG,ATL,968.0,8.2,638.0,21723.0,0.5,0.3,0.5,0.8,-3.9,0.4,0.4,0.3
579,Dean Oliver,2,PG,GSW,35.0,8.6,0.0,232.0,0.4,-0.1,0.0,-0.1,-6.4,0.3,0.4,0.2
580,Dedric Willoughby,1,PG,CHI,25.0,12.2,1.0,508.0,0.5,0.0,0.4,0.4,-2.3,0.3,0.4,0.3
581,Dee Brown,18,PG,PHO,767.0,10.8,301.0,19534.0,0.5,1.3,0.8,2.0,-2.3,0.4,0.4,0.3
582,Dejounte Murray,1,PG,SAS,38.0,9.6,8.0,322.0,0.5,-0.4,0.5,0.0,-4.8,0.4,0.4,0.4
583,Delaney Rudd,4,PG,POR,239.0,8.0,3.0,2357.0,0.4,-0.4,0.6,0.2,-6.5,0.4,0.4,0.2
584,Dell Curry,16,SG,TOR,1083.0,15.7,99.0,23549.0,0.5,1.5,1.1,2.6,-0.6,0.5,0.5,0.4
585,Dell Demps,2,SG,ORL,18.0,9.5,0.0,97.0,0.5,0.0,0.0,0.1,-5.9,0.3,0.3,0.2
586,Delon Wright,2,PG,TOR,54.0,16.4,1.0,675.0,0.5,0.4,0.4,0.8,0.2,0.4,0.5,0.4
587,Delonte West,10,PG,DAL,493.0,13.3,289.0,13375.0,0.5,1.1,1.5,2.6,-0.1,0.4,0.5,0.4
588,Demetris Nichols,6,SF,NYK,36.0,0.9,0.0,116.0,0.3,-0.1,0.0,-0.1,-17.8,0.3,0.4,0.1
589,Demetrius Calip,1,PG,LAL,7.0,1.8,0.0,58.0,0.3,-0.2,0.0,-0.2,-11.3,0.2,0.2,0.2
590,Demetrius Jackson,1,PG,BOS,5.0,30.8,0.0,17.0,0.8,0.1,0.0,0.1,6.4,0.8,0.7,1.0
591,Dennis Hopson,6,SG,SAC,403.0,13.6,119.0,8813.0,0.5,0.4,1.2,1.5,-2.3,0.4,0.4,0.2
592,Dennis Horner,1,PF,NJN,8.0,6.6,0.0,22.0,0.4,0.0,0.0,0.0,-13.6,0.2,0.3,0.0
593,Dennis Johnson*,9,PG,BOS,698.0,13.8,673.0,23809.0,0.5,2.8,2.8,5.6,-0.1,0.4,0.5,0.2
594,Dennis Nutt,1,PG,DAL,25.0,20.0,0.0,91.0,0.6,0.2,0.1,0.3,0.8,0.4,0.5,0.3
595,Dennis Rodman*,14,PF,DAL,911.0,14.0,573.0,28839.0,0.5,2.5,3.9,6.4,2.3,0.5,0.5,0.2
596,Dennis Schroder,4,PG,ATL,285.0,13.3,94.0,6263.0,0.5,0.2,1.6,1.9,-3.2,0.4,0.5,0.3
597,Dennis Scott,14,SF,VAN,746.0,12.2,430.0,21011.0,0.5,1.7,1.0,2.6,-1.3,0.4,0.4,0.4
598,Denzel Valentine,1,SG,CHI,57.0,7.3,0.0,976.0,0.5,-0.5,1.1,0.6,-2.8,0.4,0.4,0.4
599,DerMarr Johnson,7,SF,SAS,344.0,11.5,136.0,5930.0,0.5,0.2,0.8,0.9,-2.0,0.4,0.5,0.3
600,Derek Anderson,13,SG,CHA,658.0,13.9,401.0,19022.0,0.5,2.2,1.3,3.5,-0.1,0.4,0.4,0.3
601,Derek Fisher,22,SG,OKC,1383.0,10.8,783.0,34802.0,0.5,1.5,1.4,2.9,-1.6,0.4,0.4,0.4
602,Derek Grimm,1,SF,SAC,9.0,7.9,0.0,34.0,0.5,-0.1,0.1,0.0,-6.9,0.3,0.0,0.3
603,Derek Harper,18,PG,LAL,1281.0,15.1,938.0,39990.0,0.5,3.0,2.0,5.0,0.6,0.5,0.5,0.3
604,Derek Smith,11,SF,BOS,473.0,13.7,252.0,11120.0,0.5,1.2,0.5,1.7,-2.9,0.5,0.5,0.2
605,Derek Strong,9,PF,LAC,455.0,13.6,72.0,8536.0,0.5,1.1,1.0,2.1,-3.3,0.4,0.4,0.2
606,Deron Williams,16,PG,CLE,974.0,17.6,880.0,32987.0,0.5,4.1,1.3,5.4,0.7,0.4,0.5,0.4
607,Derrick Alston,2,C,PHI,137.0,11.7,42.0,2646.0,0.5,0.5,0.9,1.4,-2.1,0.5,0.5,0.2
608,Derrick Brown,5,SF,CHA,220.0,13.7,19.0,3130.0,0.6,0.7,0.4,1.1,-1.2,0.6,0.6,0.4
609,Derrick Byars,1,PF,SAS,2.0,14.9,0.0,37.0,0.4,0.1,0.1,0.1,0.6,0.3,0.6,0.0
610,Derrick Chievous,4,SF,CLE,191.0,12.6,1.0,2721.0,0.5,0.2,0.8,1.0,-4.2,0.4,0.5,0.2
611,Derrick Coleman,15,C,DET,781.0,15.9,672.0,25903.0,0.5,1.9,2.4,4.3,-0.8,0.4,0.4,0.3
612,Derrick Dial,6,SG,ORL,114.0,12.9,0.0,986.0,0.4,-0.1,0.2,0.1,-3.7,0.4,0.4,0.2
613,Derrick Favors,5,PF,UTA,336.0,19.1,253.0,9437.0,0.5,2.7,2.8,5.5,1.4,0.5,0.5,0.1
614,Derrick Gervin,2,PF,NJN,77.0,18.1,4.0,1082.0,0.5,0.6,0.5,1.0,-3.6,0.4,0.5,0.1
615,Derrick Jones,1,SF,PHO,32.0,12.0,8.0,545.0,0.6,0.9,0.2,1.1,-1.1,0.6,0.6,0.3
616,Derrick McKey,15,SF,PHI,937.0,13.0,639.0,27229.0,0.5,2.1,2.0,4.1,1.7,0.5,0.5,0.3
617,Derrick Rose,8,PG,NYK,470.0,17.2,469.0,16292.0,0.5,2.5,1.8,4.3,-0.1,0.4,0.5,0.3
618,Derrick Williams,10,PF,CLE,554.0,12.0,138.0,11479.0,0.5,0.9,0.9,1.8,-3.8,0.4,0.5,0.3
619,Desmon Farmer,2,SG,SAS,11.0,7.9,0.0,86.0,0.4,-0.0,0.0,-0.0,-7.4,0.3,0.5,0.2
620,Desmond Ferguson,1,SF,POR,7.0,11.3,0.0,32.0,0.5,0.0,0.0,0.0,-7.1,0.4,0.5,0.4
621,Desmond Mason,9,SG,OKC,584.0,13.0,290.0,18061.0,0.5,1.8,1.1,2.9,-2.2,0.4,0.5,0.2
622,Detlef Schrempf,18,SF,POR,1205.0,16.2,537.0,35447.0,0.6,4.4,1.9,6.3,1.3,0.5,0.5,0.3
623,Devean George,11,SF,GSW,630.0,10.1,108.0,11682.0,0.5,0.4,1.2,1.7,-2.0,0.4,0.4,0.3
624,Devin Booker,2,SG,PHO,154.0,13.2,129.0,4838.0,0.5,1.3,0.6,2.0,-2.7,0.4,0.5,0.4
625,Devin Brown,11,SG,CHI,518.0,9.7,166.0,10153.0,0.5,0.3,0.9,1.2,-3.5,0.4,0.4,0.3
626,Devin Durrant,1,SF,IND,59.0,8.8,8.0,756.0,0.5,-0.7,0.6,-0.1,-5.2,0.4,0.4,0.0
627,Devin Ebanks,3,SF,LAL,63.0,11.3,15.0,711.0,0.5,0.0,0.2,0.2,-5.1,0.4,0.4,0.2
628,Devin Green,1,SG,LAL,27.0,4.7,0.0,135.0,0.3,-0.2,0.1,-0.1,-7.7,0.2,0.2,0.0
629,Devin Harris,17,PG,DAL,981.0,16.2,576.0,25828.0,0.6,2.3,1.2,3.6,0.2,0.4,0.5,0.3
630,Devyn Marble,2,SG,ORL,44.0,5.6,7.0,457.0,0.4,-0.4,0.2,-0.1,-5.0,0.3,0.4,0.2
631,Dewayne Dedmon,1,C,ORL,59.0,13.3,15.0,845.0,0.6,0.7,1.0,1.7,-3.3,0.6,0.6,0.0
632,Dexter Boney,1,SG,PHO,8.0,10.2,0.0,48.0,0.4,0.0,0.0,0.0,-9.7,0.3,0.4,0.2
633,Dexter Cambridge,1,SF,DAL,53.0,12.1,13.0,885.0,0.5,0.4,0.0,0.4,-3.3,0.5,0.5,0.0
634,Dexter Shouse,1,PG,PHI,3.0,-6.8,0.0,18.0,0.0,-0.1,0.0,-0.1,-15.0,0.0,0.0,0.0
635,Diante Garrett,2,PG,UTA,90.0,8.0,0.0,1197.0,0.4,-0.7,0.2,-0.5,-5.7,0.4,0.4,0.3
636,Dickey Simpkins,7,PF,CHI,307.0,9.6,95.0,5045.0,0.5,-0.1,0.7,0.7,-3.6,0.5,0.5,0.2
637,Didier Ilunga-Mbenga,2,C,LAL,66.0,13.6,1.0,418.0,0.5,-0.0,0.4,0.4,-0.5,0.5,0.5,0.0
638,Dijon Thompson,2,SF,ATL,16.0,16.8,0.0,93.0,0.5,0.1,0.0,0.1,-4.0,0.4,0.5,0.2
639,Dikembe Mutombo*,2,C,DEN,156.0,17.5,156.0,5566.0,0.6,2.8,5.7,8.5,3.7,0.5,0.5,0.0
640,Dino Radja,3,C,BOS,171.0,16.2,120.0,5324.0,0.5,1.6,1.8,3.4,-1.3,0.5,0.5,0.0
641,Dion Glover,8,SG,SAS,363.0,12.5,135.0,7775.0,0.5,0.2,0.7,0.9,-2.6,0.4,0.4,0.3
642,Dion Waiters,7,SG,MIA,415.0,12.1,176.0,11780.0,0.5,-0.0,1.2,1.2,-2.7,0.4,0.4,0.3
643,Dionte Christmas,1,SF,PHO,31.0,11.1,0.0,198.0,0.5,0.2,0.1,0.3,-3.6,0.4,0.4,0.3
644,Dirk Minniefield,7,PG,BOS,368.0,10.1,118.0,6471.0,0.5,0.0,0.9,0.9,-3.6,0.5,0.5,0.2
645,Dirk Nowitzki,19,PF,DAL,1394.0,22.2,1363.0,48673.0,0.6,7.5,3.1,10.6,2.9,0.5,0.5,0.4
646,Doc Rivers,15,PG,SAS,927.0,15.6,605.0,24556.0,0.5,2.4,2.3,4.7,2.5,0.4,0.4,0.3
647,Domantas Sabonis,1,PF,OKC,81.0,6.9,66.0,1632.0,0.5,-1.0,1.8,0.7,-4.9,0.4,0.4,0.3
648,Dominic McGuire,4,PF,GSW,265.0,9.9,72.0,4654.0,0.5,0.2,0.9,1.0,-1.6,0.4,0.4,0.2
649,Dominic Pressley,2,PG,CHI,16.0,3.2,0.0,141.0,0.2,-0.2,0.0,-0.1,-10.8,0.2,0.3,0.0
650,Dominique Jones,3,PG,DAL,80.0,11.6,4.0,741.0,0.4,-0.2,0.3,0.1,-3.5,0.4,0.4,0.1
651,Dominique Wilkins*,17,SF,ORL,1148.0,21.1,1069.0,40748.0,0.5,5.2,2.2,7.4,1.7,0.5,0.5,0.3
652,Don Buse,4,PG,KCK,264.0,13.1,103.0,5438.0,0.5,1.6,1.4,3.1,-0.5,0.4,0.5,0.3
653,Don Collins,3,SG,GSW,205.0,14.3,45.0,4141.0,0.5,0.7,1.9,2.6,0.1,0.5,0.5,0.1
654,Don Ford,1,SF,CLE,21.0,3.7,1.0,201.0,0.4,-0.2,0.1,-0.1,-4.4,0.4,0.4,0.0
655,Don MacLean,9,SF,MIA,319.0,11.3,111.0,6679.0,0.5,0.8,0.3,1.0,-5.7,0.4,0.4,0.4
656,Don Reid,1,PF,DET,47.0,11.1,14.0,462.0,0.5,0.3,0.8,1.0,-1.9,0.5,0.5,0.0
657,Donald Hodge,1,C,DAL,54.0,8.5,0.0,633.0,0.5,-0.1,0.4,0.3,-5.2,0.4,0.4,0.3
658,Donald Royal,7,SF,GSW,449.0,12.6,80.0,7910.0,0.6,1.6,0.9,2.5,-2.3,0.5,0.5,0.0
659,Donald Sloan,9,PG,BRK,271.0,10.3,77.0,4675.0,0.4,0.2,0.2,0.4,-4.7,0.4,0.4,0.2
660,Donald Whiteside,2,PG,ATL,30.0,4.1,1.0,275.0,0.4,0.0,0.0,0.0,-8.2,0.4,0.7,0.2
661,Donatas Motiejunas,5,PF,NOP,248.0,11.6,101.0,4553.0,0.5,0.5,0.9,1.5,-2.7,0.5,0.5,0.3
662,Donell Taylor,2,SG,WAS,98.0,10.2,2.0,834.0,0.4,-0.4,0.4,0.0,-4.2,0.4,0.4,0.2
663,Donnell Harvey,3,PF,ORL,161.0,10.8,36.0,2741.0,0.5,-0.1,1.0,0.9,-4.4,0.4,0.4,0.0
664,Donnie Boyce,2,SG,ATL,30.0,12.4,2.0,195.0,0.4,-0.3,0.2,-0.2,-4.2,0.4,0.4,0.3
665,Donny Marshall,5,SF,NJN,119.0,1.4,0.0,919.0,0.3,-0.1,0.2,0.2,-13.2,0.2,0.3,0.2
666,Donta Smith,2,SG,ATL,61.0,11.6,0.0,560.0,0.5,0.1,0.2,0.2,-2.7,0.5,0.5,0.4
667,Dontae' Jones,1,SF,BOS,15.0,3.8,0.0,91.0,0.4,-0.4,0.0,-0.3,-11.8,0.3,0.4,0.3
668,Donte Greene,4,PF,SAC,253.0,9.6,82.0,4259.0,0.5,-0.2,0.6,0.4,-4.3,0.4,0.5,0.3
669,Dontell Jefferson,1,SG,CHA,6.0,12.7,0.0,84.0,0.6,0.0,0.1,0.2,-2.0,0.5,0.5,0.5
670,Dontonio Wingfield,3,SF,POR,111.0,12.3,2.0,1137.0,0.5,0.0,0.6,0.6,-3.1,0.4,0.4,0.3
671,Donyell Marshall,21,PF,PHI,1137.0,15.3,528.0,30441.0,0.5,1.5,1.9,3.3,0.0,0.4,0.5,0.3
672,Dorell Wright,10,SF,POR,543.0,13.1,222.0,12207.0,0.5,1.4,1.2,2.6,-0.9,0.4,0.5,0.3
673,Dorian Finney-Smith,1,PF,DAL,81.0,7.7,35.0,1642.0,0.5,-0.1,1.5,1.4,-1.5,0.4,0.5,0.3
674,Doron Lamb,4,SG,ORL,147.0,5.4,0.0,1849.0,0.5,-0.2,0.2,-0.1,-6.8,0.4,0.4,0.4
675,Doug Christie,19,SG,LAC,934.0,11.9,769.0,28640.0,0.5,1.4,1.7,3.1,-0.3,0.4,0.4,0.3
676,Doug Edwards,3,PF,VAN,85.0,9.0,0.0,838.0,0.5,-0.2,0.3,0.1,-5.3,0.4,0.4,0.0
677,Doug Lee,3,SG,SAC,73.0,9.4,0.0,415.0,0.5,0.1,0.1,0.3,-3.3,0.4,0.3,0.3
678,Doug McDermott,5,SF,OKC,249.0,9.7,14.0,5198.0,0.5,1.0,0.6,1.6,-4.5,0.4,0.5,0.4
679,Doug Overton,17,PG,LAC,597.0,9.2,84.0,8990.0,0.5,-0.0,0.1,0.1,-6.3,0.4,0.4,0.2
680,Doug Roth,1,C,WSB,42.0,8.2,0.0,412.0,0.4,0.0,0.4,0.4,-3.7,0.4,0.4,0.0
681,Doug Smith,4,PF,DAL,279.0,11.7,116.0,5741.0,0.5,-0.4,1.2,0.8,-3.0,0.4,0.4,0.1
682,Doug West,12,SG,VAN,676.0,10.0,379.0,16649.0,0.5,1.0,0.4,1.5,-3.5,0.4,0.5,0.1
683,Dragan Bender,1,PF,PHO,43.0,5.3,0.0,574.0,0.4,-0.7,0.3,-0.3,-4.3,0.4,0.5,0.3
684,Draymond Green,5,PF,GSW,397.0,14.4,249.0,10627.0,0.5,2.4,4.2,6.6,3.2,0.4,0.5,0.3
685,Drazen Petrovic*,6,SG,NJN,351.0,16.2,149.0,8684.0,0.6,2.9,1.1,4.0,-0.1,0.5,0.5,0.4
686,Drew Barry,5,PG,ATL,76.0,9.6,0.0,757.0,0.6,0.1,0.1,0.1,-6.0,0.4,0.5,0.4
687,Drew Gooden,22,PF,WAS,1049.0,15.5,673.0,27115.0,0.5,1.1,1.5,2.5,-2.5,0.5,0.5,0.2
688,Drew Gordon,1,PF,PHI,9.0,3.7,0.0,71.0,0.4,-0.2,0.1,-0.1,-11.3,0.4,0.5,0.0
689,Duane Causwell,5,C,SAC,312.0,11.4,180.0,5947.0,0.5,0.7,1.4,2.1,-0.9,0.5,0.5,0.1
690,Duane Cooper,2,PG,PHO,88.0,7.8,2.0,781.0,0.5,-0.4,0.2,-0.2,-9.0,0.4,0.5,0.2
691,Duane Ferrell,9,SF,GSW,534.0,11.7,72.0,8457.0,0.5,1.0,0.7,1.7,-2.6,0.5,0.5,0.2
692,Duane Washington,1,SG,NJN,15.0,16.1,0.0,156.0,0.5,0.3,0.2,0.4,0.3,0.4,0.4,0.5
693,Dudley Bradley,8,SG,ATL,499.0,10.6,77.0,7730.0,0.5,-0.0,1.5,1.4,-0.1,0.4,0.4,0.3
694,Duje Dukan,1,SF,SAC,1.0,4.2,0.0,24.0,0.3,0.0,0.0,0.0,-6.7,0.2,0.0,0.4
695,Dwayne Jones,1,PF,CLE,56.0,11.1,0.0,472.0,0.5,0.5,0.7,1.2,-1.2,0.5,0.5,0.0
696,Dwayne McClain,1,SF,IND,45.0,8.3,4.0,461.0,0.4,-0.9,0.6,-0.3,-4.8,0.4,0.4,0.1
697,Dwayne Morton,1,PG,GSW,41.0,11.0,6.0,395.0,0.5,0.0,0.2,0.2,-5.1,0.4,0.4,0.4
698,Dwayne Polee,1,SG,LAC,1.0,-11.4,0.0,6.0,0.2,-0.1,0.0,0.0,-14.0,0.2,1.0,0.0
699,Dwayne Schintzius,3,C,LAC,90.0,9.6,7.0,914.0,0.4,-0.2,0.4,0.2,-5.1,0.4,0.4,0.2
700,Dwight Buycks,2,PG,LAL,20.0,10.2,0.0,269.0,0.5,-0.1,0.1,0.0,-4.7,0.4,0.4,0.5
701,Dwight Howard,13,C,ATL,954.0,21.5,953.0,33291.0,0.6,4.3,5.0,9.4,2.4,0.6,0.6,0.1
702,Dwight Jones,3,PF,LAL,191.0,10.5,20.0,3695.0,0.5,0.5,1.2,1.6,-3.0,0.5,0.5,0.3
703,Dwight Powell,4,C,DAL,199.0,15.3,5.0,2788.0,0.6,1.3,0.9,2.2,-0.2,0.5,0.5,0.2
704,Dwyane Wade,14,SG,CHI,915.0,23.9,904.0,32352.0,0.6,5.2,3.1,8.4,4.7,0.5,0.5,0.3
705,E'Twaun Moore,6,SG,NOP,380.0,10.7,68.0,7106.0,0.5,0.4,0.9,1.2,-2.4,0.4,0.5,0.4
706,Earl Barron,3,C,PHO,90.0,7.0,16.0,1235.0,0.4,-0.5,0.3,-0.2,-8.0,0.3,0.3,0.2
707,Earl Boykins,18,PG,HOU,765.0,14.4,57.0,15469.0,0.5,1.4,0.3,1.7,-3.3,0.4,0.4,0.3
708,Earl Clark,8,PF,BRK,303.0,9.9,70.0,4231.0,0.5,-0.2,0.6,0.4,-4.9,0.4,0.4,0.2
709,Earl Cureton,10,PF,CHH,616.0,9.9,175.0,12802.0,0.5,0.3,1.2,1.5,-2.1,0.5,0.5,0.0
710,Earl Watson,15,PG,POR,948.0,11.7,237.0,21072.0,0.5,0.4,1.0,1.5,-1.8,0.4,0.4,0.3
711,Ed Davis,1,PF,TOR,66.0,14.2,9.0,1534.0,0.5,1.6,2.3,3.9,0.9,0.5,0.5,0.0
712,Ed Gray,2,SG,ATL,60.0,8.9,6.0,809.0,0.4,-0.4,0.4,0.1,-6.8,0.3,0.3,0.3
713,Ed Horton,1,PF,WSB,45.0,14.5,10.0,374.0,0.5,0.1,0.3,0.4,-4.1,0.5,0.5,0.0
714,Ed Nealy,10,PF,CHI,436.0,9.4,20.0,4436.0,0.5,0.4,0.5,0.9,-2.0,0.4,0.5,0.2
715,Ed O'Bannon,4,SF,DAL,192.0,8.3,39.0,2871.0,0.4,-0.2,0.6,0.4,-5.2,0.3,0.4,0.2
716,Ed Pinckney,10,PF,TOR,719.0,15.2,326.0,15280.0,0.6,2.6,1.6,4.2,0.7,0.5,0.5,0.0
717,Ed Rains,2,SF,SAS,83.0,8.2,16.0,929.0,0.5,0.1,0.2,0.4,-3.5,0.4,0.4,0.0
718,Ed Sherod,1,PG,NYK,64.0,11.4,37.0,1624.0,0.4,-0.2,2.7,2.5,-0.3,0.4,0.4,0.1
719,Eddie Basden,1,SF,CHI,19.0,10.3,0.0,141.0,0.5,-0.1,0.3,0.2,-1.4,0.4,0.5,0.1
720,Eddie Gill,9,PG,MIL,201.0,7.8,10.0,2187.0,0.5,-0.0,0.3,0.2,-6.2,0.4,0.4,0.3
721,Eddie Griffin,5,PF,MIN,303.0,12.5,117.0,6729.0,0.4,0.3,1.9,2.2,-2.5,0.4,0.4,0.2
722,Eddie House,16,SG,MIA,853.0,13.1,38.0,14513.0,0.5,0.5,1.0,1.4,-2.0,0.4,0.4,0.4
723,Eddie Hughes,3,PG,DEN,97.0,9.5,8.0,1158.0,0.5,0.1,0.4,0.5,-3.1,0.4,0.5,0.3
724,Eddie Johnson,29,SF,HOU,1767.0,15.0,749.0,47451.0,0.5,2.1,1.0,3.1,-2.1,0.5,0.5,0.3
725,Eddie Jones,18,SG,DAL,1068.0,15.9,993.0,36253.0,0.5,3.5,2.6,6.1,3.0,0.4,0.5,0.4
726,Eddie Jordan,4,PG,POR,122.0,8.1,0.0,1334.0,0.4,-0.6,0.5,-0.1,-4.5,0.3,0.4,0.1
727,Eddie Lee,6,PF,PHI,322.0,11.4,29.0,3787.0,0.5,-0.2,0.6,0.4,-7.0,0.5,0.5,0.0
728,Eddie Phillips,1,SF,NJN,48.0,7.5,0.0,416.0,0.5,-0.6,0.7,0.1,-5.3,0.4,0.4,0.0
729,Eddie Robinson,5,SF,CHI,278.0,13.9,48.0,5345.0,0.5,1.0,1.0,2.0,-1.9,0.5,0.5,0.3
