Unnamed: 0,Year,Player,Pos,Tm,G,GS,MP,PER,TS%,OWS,DWS,WS,BPM,FG%,3P%,2P%
13689,1998,Karl Malone*,PF,UTA,81,81,3030,27.9,0.597,12.1,4.3,16.4,7.0,0.53,0.333,0.531
13690,1998,Matt Maloney,PG,HOU,78,78,2217,10.5,0.539,1.9,0.3,2.2,-1.9,0.408,0.364,0.471
13691,1998,Danny Manning,PF,PHO,70,11,1794,19.8,0.554,3.5,3.0,6.5,2.3,0.516,0.0,0.521
13692,1998,Stephon Marbury,PG,MIN,82,81,3112,16.3,0.505,4.2,1.1,5.3,-0.6,0.415,0.313,0.448
13693,1998,Donyell Marshall,SF,GSW,73,73,2611,15.5,0.474,1.0,3.2,4.2,1.1,0.414,0.313,0.436
13694,1998,Darrick Martin,PG,LAC,82,63,2299,12.3,0.509,2.0,-0.1,1.9,-2.8,0.377,0.365,0.384
13695,1998,Jamal Mashburn,SF,MIA,48,48,1729,14.1,0.533,2.2,1.8,4.1,0.6,0.435,0.303,0.47
13696,1998,Anthony Mason,PF,CHH,81,80,3148,16.4,0.552,5.7,3.5,9.3,2.8,0.509,0.0,0.512
13698,1998,Vernon Maxwell,SG,TOT,42,0,636,12.2,0.512,0.4,0.4,0.8,-3.0,0.399,0.33,0.452
13699,1998,Vernon Maxwell,SG,ORL,11,0,169,9.4,0.453,0.0,0.1,0.0,-6.5,0.333,0.231,0.385
13700,1998,Vernon Maxwell,SG,CHH,31,0,467,13.2,0.539,0.5,0.3,0.8,-1.8,0.428,0.36,0.489
13701,1998,Lee Mayberry,PG,VAN,79,32,1835,9.2,0.489,0.7,-0.3,0.4,-4.9,0.375,0.35,0.402
13703,1998,Walter McCarty,SF,BOS,82,64,2340,11.6,0.483,0.8,2.2,2.9,-0.6,0.404,0.309,0.434
13704,1998,George McCloud,SF,PHO,63,13,1213,12.7,0.507,0.6,1.9,2.4,0.2,0.405,0.341,0.466
13707,1998,Antonio McDyess,PF,PHO,81,81,2441,20.3,0.571,4.8,4.6,9.4,3.2,0.536,0.0,0.537
13708,1998,Tracy McGrady,SF,TOR,64,17,1179,17.4,0.505,1.3,0.7,2.0,-0.5,0.45,0.341,0.462
13709,1998,Jim McIlvaine,C,SEA,78,72,1211,9.5,0.477,0.0,1.9,1.9,-0.9,0.453,0.0,0.459
13710,1998,Derrick McKey,SF,IND,57,4,1316,10.7,0.497,0.1,2.1,2.1,1.4,0.459,0.235,0.471
13711,1998,Aaron McKie,SG-SF,TOT,81,32,1813,8.6,0.41,-0.7,2.0,1.4,-1.3,0.365,0.19,0.399
13712,1998,Aaron McKie,SF,DET,24,1,472,10.1,0.478,0.1,0.6,0.7,-0.6,0.413,0.176,0.46
13713,1998,Aaron McKie,SG,PHI,57,31,1341,8.1,0.383,-0.8,1.4,0.7,-1.6,0.347,0.196,0.377
13714,1998,Nate McMillan,SG,SEA,18,1,279,12.7,0.46,0.4,0.3,0.8,0.7,0.343,0.441,0.242
13715,1998,Ron Mercer,SG,BOS,80,62,2662,14.1,0.491,2.2,1.9,4.0,-2.0,0.45,0.107,0.458
13716,1998,Marko Milic,SF,PHO,33,0,163,18.4,0.644,0.1,0.2,0.3,-0.4,0.609,0.5,0.621
13718,1998,Oliver Miller,C,TOR,64,53,1628,12.8,0.485,-0.1,0.9,0.9,-1.2,0.461,0.0,0.466
13719,1998,Reggie Miller*,SG,IND,81,81,2795,19.8,0.619,9.2,2.8,12.0,4.3,0.477,0.429,0.504
13720,1998,Chris Mills,SF,NYK,80,29,2183,12.7,0.512,1.9,3.3,5.1,0.3,0.433,0.292,0.468
13721,1998,Terry Mills,PF,MIA,50,0,782,7.7,0.481,-0.2,1.1,0.9,-2.7,0.393,0.309,0.448
13722,1998,Greg Minor,SG,BOS,69,16,1126,11.8,0.481,0.8,0.9,1.7,-2.4,0.436,0.194,0.462
13723,1998,Sam Mitchell,SF,MIN,81,33,2239,15.8,0.539,4.7,1.4,6.1,-0.9,0.464,0.349,0.47
13727,1998,Chris Morris,SF,UTA,54,1,538,14.7,0.498,0.3,0.7,1.0,-1.3,0.411,0.306,0.455
13728,1998,Lawrence Moten,SG,WAS,8,0,27,-0.2,0.305,-0.1,0.0,-0.1,-14.6,0.231,0.0,0.25
13730,1998,Chris Mullin*,SF,IND,82,82,2177,16.9,0.607,4.4,3.2,7.6,4.4,0.481,0.44,0.503
13731,1998,Eric Murdock,PG,MIA,82,1,1395,15.7,0.52,1.7,2.4,4.1,1.7,0.422,0.308,0.454
13732,1998,Lamond Murray,SF,LAC,79,65,2579,17.8,0.548,3.7,1.2,4.9,0.9,0.481,0.353,0.504
13733,1998,Tracy Murray,SF,WAS,82,12,2227,17.3,0.563,4.6,1.9,6.5,0.2,0.446,0.392,0.482
13735,1998,Martin Muursepp,PF,DAL,41,7,603,14.9,0.528,0.8,0.6,1.4,-0.9,0.435,0.421,0.438
13737,1998,Steve Nash,PG,PHO,76,9,1664,15.6,0.556,2.9,1.8,4.8,0.5,0.459,0.415,0.481
13738,1998,Ivano Newbill,PF,VAN,28,2,249,7.6,0.413,-0.3,0.1,-0.1,-6.5,0.351,1.0,0.339
13739,1998,Johnny Newman,SF,DEN,74,15,2176,14.9,0.547,3.2,-0.4,2.7,-3.5,0.431,0.343,0.444
13741,1998,Charles O'Bannon,SG,DET,30,0,234,10.5,0.423,0.0,0.2,0.2,-3.6,0.377,0.0,0.394
13742,1998,Jermaine O'Neal,PF,POR,60,9,808,12.7,0.498,-0.1,1.3,1.2,-3.0,0.485,0.0,0.489
13744,1998,Charles Oakley,PF,NYK,79,79,2734,13.1,0.475,1.4,5.6,7.0,2.9,0.44,0.0,0.444
13745,1998,Hakeem Olajuwon*,C,HOU,47,45,1633,20.8,0.531,2.0,2.5,4.5,3.6,0.483,0.0,0.486
13747,1998,Jimmy Oliver,SG,WAS,1,0,10,19.7,0.625,0.0,0.0,0.0,0.1,0.5,0.5,0.5
13748,1998,Kevin Ollie,PG,TOT,35,0,430,8.9,0.477,-0.4,0.2,-0.1,-7.4,0.378,0.0,0.381
13750,1998,Kevin Ollie,PG,ORL,19,0,216,9.9,0.508,-0.2,0.2,0.0,-7.1,0.411,0.0,0.418
13752,1998,Bo Outlaw,PF,ORL,82,76,2953,15.5,0.575,3.1,4.5,7.6,5.1,0.554,0.25,0.557
13753,1998,Doug Overton,PG,PHI,23,2,277,5.2,0.443,-0.3,0.1,-0.2,-8.8,0.381,0.0,0.4
13754,1998,Billy Owens,SF,SAC,78,78,2348,14.4,0.502,0.9,2.8,3.7,0.7,0.464,0.371,0.474
13755,1998,Robert Pack,PG,DAL,12,10,292,9.0,0.413,-0.9,0.3,-0.6,-6.1,0.337,0.5,0.326
13756,1998,Anthony Parker,SG,PHI,37,0,196,14.0,0.501,0.2,0.2,0.4,-0.8,0.397,0.321,0.457
13757,1998,Cherokee Parks,C,MIN,79,43,1703,13.6,0.533,2.0,1.8,3.8,-1.3,0.499,0.0,0.5
13758,1998,Gary Payton*,PG,SEA,82,82,3145,21.6,0.544,8.5,4.0,12.5,5.0,0.453,0.338,0.505
13759,1998,Anthony Peeler,SG,TOT,38,32,1193,15.0,0.532,1.8,0.7,2.5,1.2,0.452,0.424,0.464
13760,1998,Anthony Peeler,SG,VAN,8,8,202,15.2,0.529,0.4,0.0,0.4,-1.0,0.486,0.263,0.566
13761,1998,Anthony Peeler,SG,MIN,30,24,991,15.0,0.533,1.4,0.7,2.1,1.6,0.445,0.453,0.442
13762,1998,Will Perdue,C,SAS,79,30,1491,14.8,0.557,1.5,3.2,4.7,0.4,0.549,0.0,0.551
13763,1998,Sam Perkins,PF,SEA,81,0,1675,13.6,0.55,2.6,2.0,4.5,0.6,0.416,0.392,0.438
13764,1998,Elliot Perry,PG,MIL,81,33,1752,11.5,0.485,0.0,1.3,1.3,-3.8,0.43,0.34,0.438
13765,1998,Chuck Person,PF,SAS,61,11,1455,8.3,0.494,-0.1,2.1,2.1,-0.9,0.359,0.344,0.393
13766,1998,Wesley Person,SG,CLE,82,82,3198,15.1,0.583,5.3,5.0,10.3,4.5,0.46,0.43,0.486
13767,1998,Bobby Phills,SG,CHH,62,61,1887,12.5,0.523,1.5,1.7,3.2,0.4,0.446,0.386,0.461
13768,1998,Eric Piatkowski,SG,LAC,67,35,1740,15.5,0.591,3.8,0.1,3.9,-0.1,0.452,0.409,0.489
13769,1998,Ricky Pierce,SG,MIL,39,0,442,9.8,0.455,0.1,0.2,0.3,-5.7,0.364,0.308,0.369
13770,1998,Scottie Pippen*,SF,CHI,44,44,1652,20.4,0.533,3.7,3.0,6.6,5.8,0.447,0.318,0.496
13772,1998,Olden Polynice,C,SAC,70,25,1458,14.7,0.464,-0.1,1.6,1.5,-1.6,0.459,0.0,0.46
13773,1998,Mark Pope,SF,IND,28,0,193,3.4,0.402,-0.2,0.2,0.0,-4.8,0.341,0.333,0.342
13774,1998,Terry Porter,PG,MIN,82,8,1786,17.3,0.586,4.3,0.9,5.2,0.7,0.449,0.395,0.485
13775,1998,Vitaly Potapenko,C,CLE,80,0,1412,11.0,0.517,-0.7,2.2,1.5,-3.9,0.48,0.0,0.48
13776,1998,Brent Price,PG,HOU,72,2,1332,10.9,0.575,1.2,0.4,1.6,-1.9,0.413,0.39,0.447
13777,1998,Mark Price,PG,ORL,63,33,1430,14.9,0.518,0.5,1.3,1.7,-1.6,0.431,0.335,0.471
13781,1998,Eldridge Recasner,SG,ATL,59,14,1454,13.0,0.563,1.9,1.0,2.9,-1.0,0.456,0.419,0.474
13782,1998,Bryant Reeves,C,VAN,74,74,2527,17.3,0.559,4.3,0.6,4.9,0.0,0.523,0.0,0.525
13783,1998,Khalid Reeves,PG,DAL,82,54,1950,13.1,0.522,1.5,1.0,2.5,-2.1,0.418,0.368,0.435
13785,1998,J.R. Reid,PF,CHH,79,1,1109,11.3,0.517,0.6,1.1,1.8,-2.8,0.459,0.375,0.461
13786,1998,Shawn Respert,SG,TOT,57,4,911,12.3,0.53,0.8,0.0,0.8,-4.0,0.444,0.333,0.495
13787,1998,Shawn Respert,SG,TOR,47,4,696,12.9,0.552,1.0,0.0,0.9,-3.5,0.45,0.373,0.486
13788,1998,Shawn Respert,SG,DAL,10,0,215,10.3,0.471,-0.2,0.1,-0.1,-5.6,0.429,0.231,0.517
13789,1998,Rodrick Rhodes,SF,HOU,58,13,1070,7.7,0.439,-1.5,0.6,-0.9,-5.9,0.367,0.25,0.37
13790,1998,Glen Rice,SF,CHH,82,82,3295,17.4,0.568,7.4,2.0,9.3,0.7,0.457,0.433,0.464
13791,1998,Pooh Richardson,PG,LAC,69,17,1252,10.3,0.411,0.3,-0.1,0.2,-5.9,0.372,0.193,0.409
13792,1998,Mitch Richmond*,SG,SAC,70,70,2569,20.4,0.569,6.6,1.3,7.9,2.3,0.445,0.389,0.466
13793,1998,Isaiah Rider,SG,POR,74,66,2786,15.2,0.514,3.2,2.5,5.8,0.3,0.423,0.321,0.472
13794,1998,Eric Riley,C,DAL,39,14,544,11.2,0.461,-0.4,0.7,0.3,-3.3,0.415,0.0,0.418
13796,1998,Chris Robinson,SG,TOT,35,0,414,9.1,0.447,-0.5,0.2,-0.3,-5.1,0.374,0.364,0.38
13797,1998,Chris Robinson,SG,VAN,16,0,143,4.7,0.423,-0.4,0.0,-0.4,-9.1,0.365,0.292,0.41
13798,1998,Chris Robinson,SG,SAC,19,0,271,11.4,0.461,-0.1,0.2,0.1,-3.0,0.378,0.405,0.362
13799,1998,Clifford Robinson,SF,PHO,80,64,2359,17.4,0.538,3.6,3.5,7.1,2.2,0.479,0.321,0.496
13800,1998,David Robinson*,C,SAS,73,73,2457,27.8,0.581,7.8,6.0,13.8,7.8,0.511,0.25,0.512
13801,1998,Glenn Robinson,SF,MIL,56,56,2294,16.8,0.522,1.3,1.8,3.1,-1.0,0.47,0.385,0.475
13802,1998,James Robinson,PG,LAC,70,13,1231,12.4,0.494,0.3,-0.1,0.2,-3.8,0.389,0.329,0.438
13803,1998,Larry Robinson,SF,VAN,6,0,41,15.8,0.428,0.0,0.1,0.0,-6.0,0.316,0.5,0.231
13804,1998,Dennis Rodman*,PF,CHI,80,66,2856,12.4,0.459,1.9,5.9,7.8,2.7,0.431,0.174,0.448
13805,1998,Carlos Rogers,PF,TOT,21,0,376,12.7,0.533,0.5,0.0,0.5,-3.1,0.516,0.0,0.528
13806,1998,Carlos Rogers,PF,TOR,18,0,351,13.1,0.534,0.5,0.0,0.5,-3.1,0.517,0.0,0.523
13807,1998,Carlos Rogers,PF,POR,3,0,25,8.1,0.5,0.0,0.0,0.0,-3.2,0.5,0.0,0.667
13808,1998,Rodney Rogers,SF,LAC,76,70,2499,15.8,0.532,2.6,0.7,3.3,0.3,0.456,0.34,0.49
13813,1998,Jalen Rose,SF,IND,82,0,1706,14.1,0.545,1.1,2.2,3.3,-0.6,0.478,0.342,0.496
13814,1998,Malik Rose,PF,SAS,53,0,429,10.1,0.485,-0.4,0.8,0.4,-3.2,0.434,0.333,0.436
13819,1998,Bryon Russell,SF,UTA,82,7,2219,12.9,0.57,3.8,2.2,6.0,2.1,0.43,0.341,0.492
13820,1998,Arvydas Sabonis*,C,POR,73,73,2333,20.9,0.581,5.1,4.6,9.7,4.5,0.493,0.261,0.53
13823,1998,Detlef Schrempf,SF,SEA,78,78,2742,18.7,0.585,7.5,2.9,10.4,2.9,0.487,0.415,0.501
13824,1998,Dennis Scott,SF,TOT,81,45,2290,12.1,0.502,1.1,1.3,2.4,-1.8,0.397,0.365,0.42
13825,1998,Dennis Scott,SF,DAL,52,42,1797,12.2,0.492,0.5,0.8,1.3,-1.9,0.387,0.344,0.417
13826,1998,Dennis Scott,SF,PHO,29,3,493,11.9,0.541,0.6,0.5,1.0,-1.7,0.438,0.449,0.43
13828,1998,Shea Seals,SG,LAL,4,0,9,4.9,0.205,-0.1,0.0,-0.1,-24.6,0.125,0.0,0.2
13829,1998,Malik Sealy,SF,DET,77,10,1641,12.8,0.505,1.2,2.0,3.2,-1.6,0.428,0.22,0.446
13830,1998,Rony Seikaly,C,TOT,56,49,1636,15.0,0.514,0.9,1.9,2.7,-2.0,0.432,0.0,0.433
13831,1998,Rony Seikaly,C,ORL,47,47,1484,15.8,0.524,1.0,1.7,2.8,-1.7,0.441,0.0,0.442
13833,1998,God Shammgod,PG,WAS,20,0,146,9.2,0.428,-0.3,0.1,-0.1,-9.6,0.328,0.0,0.339
13834,1998,Brian Shaw,PG,TOT,59,34,1530,9.1,0.397,-1.2,1.3,0.1,-3.4,0.345,0.295,0.359
13835,1998,Brian Shaw,PG,GSW,39,32,1028,8.7,0.39,-1.3,1.0,-0.3,-3.6,0.336,0.313,0.342
13836,1998,Brian Shaw,PG,PHI,20,2,502,10.0,0.411,0.0,0.3,0.4,-3.0,0.367,0.25,0.396
13837,1998,Dickey Simpkins,PF,TOT,40,0,433,10.6,0.551,0.1,0.5,0.6,-3.1,0.539,0.0,0.552
13838,1998,Dickey Simpkins,PF,GSW,19,0,196,9.0,0.454,-0.3,0.2,-0.1,-4.9,0.458,0.0,0.468
13839,1998,Dickey Simpkins,PF,CHI,21,0,237,11.9,0.646,0.4,0.3,0.7,-1.7,0.634,0.0,0.65
13841,1998,Charles Smith,SG,TOT,34,0,292,9.8,0.458,-0.4,0.0,-0.3,-5.9,0.392,0.319,0.436
13842,1998,Charles Smith,SG,MIA,11,0,32,-0.5,0.265,-0.3,0.1,-0.2,-12.7,0.222,0.333,0.2
13843,1998,Charles Smith,SG,LAC,23,0,260,11.1,0.491,-0.1,0.0,-0.1,-5.0,0.421,0.318,0.492
13844,1998,Joe Smith,PF,TOT,79,55,2344,14.4,0.482,0.6,2.0,2.6,-2.7,0.434,0.0,0.437
13845,1998,Joe Smith,PF,GSW,49,49,1645,15.1,0.474,0.4,1.4,1.8,-2.3,0.429,0.0,0.433
13846,1998,Joe Smith,PF,PHI,30,6,699,12.9,0.503,0.2,0.5,0.8,-3.8,0.448,0.0,0.45
13847,1998,Michael Smith,PF,TOT,48,33,1053,14.3,0.524,1.3,0.8,2.1,0.8,0.479,0.0,0.482
13849,1998,Michael Smith,PF,VAN,30,29,706,15.0,0.551,1.1,0.3,1.4,1.1,0.504,0.0,0.508
13850,1998,Steve Smith,SG,ATL,73,73,2857,18.8,0.563,8.4,1.8,10.2,3.1,0.444,0.351,0.475
13851,1998,Tony Smith,PG,MIL,7,0,80,6.4,0.369,-0.2,0.1,-0.1,-5.7,0.333,0.0,0.4
13852,1998,Rik Smits,C,IND,73,69,2085,19.9,0.532,2.5,3.6,6.1,0.3,0.495,0.0,0.497
13853,1998,Eric Snow,PG,TOT,64,0,918,11.7,0.486,0.3,1.0,1.3,-2.9,0.429,0.118,0.461
13854,1998,Eric Snow,PG,SEA,17,0,74,2.2,0.456,-0.2,0.0,-0.2,-14.4,0.435,0.0,0.455
13855,1998,Eric Snow,PG,PHI,47,0,844,12.5,0.49,0.6,0.9,1.5,-1.8,0.429,0.125,0.462
13857,1998,Latrell Sprewell,SG,GSW,14,13,547,15.1,0.47,0.0,0.4,0.4,-1.5,0.397,0.188,0.441
13858,1998,Jerry Stackhouse,SG-SF,TOT,79,37,2545,16.2,0.532,2.4,2.3,4.7,0.4,0.435,0.241,0.483
13859,1998,Jerry Stackhouse,SF,PHI,22,22,748,14.9,0.539,0.3,0.6,0.9,-0.5,0.452,0.348,0.473
13860,1998,Jerry Stackhouse,SG,DET,57,15,1797,16.8,0.53,2.2,1.7,3.8,0.7,0.428,0.208,0.488
13861,1998,John Starks,SG,NYK,82,10,2188,14.3,0.504,1.5,3.1,4.6,0.7,0.393,0.327,0.441
13862,1998,Joe Stephens,SF,HOU,7,0,37,17.7,0.441,0.0,0.0,0.0,-8.6,0.357,0.3,0.389
13865,1998,Bryant Stith,SG,DEN,31,15,718,9.2,0.447,-0.2,-0.1,-0.3,-6.3,0.333,0.208,0.367
13866,1998,John Stockton*,PG,UTA,64,64,1858,21.8,0.628,6.4,1.6,8.0,2.6,0.528,0.429,0.55
13868,1998,Damon Stoudamire,PG,TOT,71,71,2839,16.8,0.503,3.9,0.8,4.7,-0.1,0.411,0.299,0.454
13869,1998,Damon Stoudamire,PG,TOR,49,49,2033,17.7,0.514,3.2,-0.1,3.2,-0.1,0.425,0.317,0.46
13870,1998,Damon Stoudamire,PG,POR,22,22,806,14.5,0.469,0.7,0.9,1.5,0.1,0.364,0.263,0.428
13871,1998,Erick Strickland,SG,DAL,67,19,1505,9.3,0.429,-1.7,0.8,-0.9,-4.9,0.357,0.294,0.382
13872,1998,Mark Strickland,PF,MIA,51,8,847,17.4,0.572,1.5,1.3,2.8,-0.5,0.539,0.0,0.541
13873,1998,Rod Strickland,PG,WAS,76,76,3020,19.6,0.501,5.1,3.0,8.1,2.6,0.434,0.25,0.442
13874,1998,Derek Strong,PF,ORL,58,8,1638,16.6,0.497,2.5,2.0,4.4,-2.5,0.42,0.0,0.423
13875,1998,Bob Sura,SG,CLE,46,4,942,9.6,0.463,-0.7,1.4,0.7,-2.4,0.377,0.317,0.398
13876,1998,Zan Tabak,C,TOT,57,34,984,9.7,0.464,-0.4,0.4,0.0,-5.4,0.467,0.0,0.469
13877,1998,Zan Tabak,C,TOR,39,29,752,9.9,0.459,-0.4,0.1,-0.2,-5.9,0.466,0.0,0.468
13879,1998,Johnny Taylor,SF,ORL,12,0,108,4.4,0.431,-0.2,0.1,-0.1,-10.0,0.351,0.5,0.343
13880,1998,Maurice Taylor,PF,LAC,71,3,1513,16.1,0.521,1.5,0.3,1.8,-4.6,0.476,0.0,0.476
13881,1998,Carl Thomas,SG,TOT,43,0,426,10.9,0.49,0.1,0.6,0.7,-2.1,0.4,0.339,0.444
13882,1998,Carl Thomas,SG,GSW,10,0,139,11.0,0.447,0.0,0.1,0.1,-4.8,0.385,0.238,0.455
13884,1998,Carl Thomas,SG,CLE,29,0,272,10.0,0.508,0.0,0.5,0.5,-0.8,0.386,0.395,0.375
13889,1998,Tim Thomas,SF,PHI,77,48,1779,14.9,0.538,2.1,1.3,3.4,-1.3,0.447,0.363,0.476
13890,1998,Brooks Thompson,PG,TOT,30,0,167,11.2,0.496,-0.1,0.3,0.2,-3.2,0.411,0.3,0.538
13891,1998,Brooks Thompson,PG,PHO,13,0,46,11.4,0.459,-0.1,0.1,0.0,-3.6,0.37,0.313,0.455
13892,1998,Brooks Thompson,PG,NYK,17,0,121,11.2,0.529,0.0,0.2,0.2,-3.1,0.448,0.286,0.6
13893,1998,Otis Thorpe,PF,TOT,74,66,2197,13.4,0.515,1.4,1.1,2.5,-1.0,0.471,0.0,0.475
13894,1998,Otis Thorpe,PF,VAN,47,46,1574,13.0,0.523,0.9,0.4,1.4,-1.1,0.477,0.0,0.481
13895,1998,Otis Thorpe,PF,SAC,27,20,623,14.4,0.498,0.5,0.7,1.1,-0.9,0.459,0.0,0.461
13896,1998,Gary Trent,PF,TOT,54,20,1360,16.2,0.527,1.6,1.6,3.1,-1.6,0.477,0.333,0.481
13897,1998,Gary Trent,PF,POR,41,13,1005,16.7,0.547,1.4,1.4,2.8,-0.2,0.493,0.444,0.494
13898,1998,Gary Trent,PF,TOR,13,7,355,14.9,0.474,0.1,0.1,0.3,-5.5,0.438,0.0,0.448
13899,1998,Nick Van,PG,LAL,64,46,2053,17.8,0.538,5.6,1.5,7.1,1.4,0.419,0.389,0.44
13900,1998,Keith Van,PF,NJN,62,62,2325,15.7,0.516,3.2,1.6,4.8,-0.4,0.426,0.308,0.458
13901,1998,David Vaughn,PF,TOT,40,2,489,11.4,0.48,-0.2,0.6,0.4,-4.4,0.446,0.0,0.449
13902,1998,David Vaughn,PF,GSW,22,0,322,10.8,0.442,-0.5,0.4,0.0,-5.1,0.404,0.0,0.407
13905,1998,Jacque Vaughn,PG,UTA,45,0,419,6.9,0.457,-0.6,0.2,-0.4,-8.4,0.361,0.375,0.36
13906,1998,Loy Vaught,PF,LAC,10,6,265,7.8,0.428,-0.2,0.1,-0.2,-7.7,0.429,0.0,0.439
13908,1998,Antoine Walker,PF,BOS,82,82,3268,17.8,0.481,0.8,4.0,4.7,0.7,0.423,0.312,0.447
13909,1998,Samaki Walker,PF,DAL,41,19,1027,14.4,0.502,0.1,1.3,1.4,-3.9,0.486,0.0,0.488
13911,1998,John Wallace,SF,TOR,82,36,2361,14.8,0.518,1.1,0.5,1.5,-4.3,0.478,0.5,0.478
13912,1998,Rasheed Wallace,PF,POR,77,77,2896,14.9,0.564,3.8,3.8,7.6,2.1,0.533,0.205,0.548
13913,1998,Rex Walters,SG,TOT,38,0,235,11.8,0.612,0.2,0.2,0.4,-3.9,0.453,0.273,0.581
13914,1998,Rex Walters,SG,PHI,19,0,127,9.7,0.576,0.0,0.1,0.1,-6.0,0.379,0.214,0.533
13915,1998,Rex Walters,SG,MIA,19,0,108,14.2,0.659,0.2,0.1,0.3,-1.5,0.542,0.375,0.625
13916,1998,Charlie Ward,PG,NYK,82,82,2317,15.6,0.567,2.6,4.5,7.1,3.3,0.455,0.377,0.512
13917,1998,Eric Washington,SG,DEN,66,36,1539,9.6,0.478,-0.1,-0.2,-0.3,-4.7,0.404,0.321,0.435
13921,1998,Spud Webb,PG,ORL,4,0,34,3.2,0.466,-0.1,0.0,-0.1,-10.1,0.417,0.0,0.455
13922,1998,Chris Webber,C,WAS,71,71,2809,20.9,0.523,3.9,4.4,8.3,4.9,0.482,0.317,0.512
13923,1998,Bubba Wells,SG,DAL,39,2,395,11.1,0.474,-0.2,0.3,0.1,-5.0,0.414,0.167,0.427
13925,1998,David Wesley,PG,CHH,81,81,2845,15.2,0.532,3.3,2.5,5.8,0.3,0.443,0.347,0.467
13926,1998,Doug West,SG,MIN,38,10,688,5.6,0.416,-0.2,0.2,0.1,-5.4,0.374,0.0,0.379
13928,1998,DeJuan Wheat,PG,MIN,34,0,150,13.5,0.504,0.2,0.1,0.2,-3.9,0.4,0.471,0.364
13929,1998,Donald Whiteside,PG,ATL,3,0,16,0.7,0.347,0.0,0.0,0.0,-9.8,0.5,0.0,1.0
13930,1998,Chris Whitney,PG,WAS,82,6,1073,14.8,0.512,1.8,0.9,2.7,-1.5,0.355,0.308,0.398
13931,1998,Gerald Wilkins,SG,ORL,72,16,1252,5.4,0.398,-2.1,0.9,-1.2,-7.2,0.325,0.266,0.345
13932,1998,Aaron Williams,PF,SEA,65,9,757,13.4,0.575,0.7,1.0,1.7,-3.8,0.523,0.0,0.525
13933,1998,Alvin Williams,SG,TOT,54,13,1071,10.3,0.504,0.5,0.8,1.3,-3.6,0.443,0.321,0.457
13934,1998,Alvin Williams,SG,POR,41,10,864,11.0,0.519,0.6,0.8,1.4,-2.9,0.458,0.292,0.477
13935,1998,Alvin Williams,SG,TOR,13,3,207,7.3,0.42,0.0,0.0,0.0,-6.7,0.364,0.5,0.35
13936,1998,Brandon Williams,SG,GSW,9,2,140,2.9,0.357,-0.4,0.1,-0.3,-8.4,0.32,0.333,0.317
13941,1998,Jayson Williams,C,NJN,65,65,2343,18.7,0.541,6.1,2.3,8.4,2.1,0.498,0.0,0.501
13942,1998,Jerome Williams,PF,DET,77,3,1305,16.3,0.568,2.6,1.9,4.5,0.9,0.524,0.0,0.526
13944,1998,Micheal Williams,PG,MIN,25,0,161,13.9,0.512,0.1,0.1,0.3,-4.4,0.333,0.0,0.364
13945,1998,Monty Williams,SF,SAS,72,16,1314,11.3,0.505,0.5,1.9,2.3,-1.8,0.448,0.5,0.448
13946,1998,Scott Williams,C,PHI,58,7,801,12.1,0.492,0.9,0.8,1.7,-2.6,0.437,0.0,0.447
13947,1998,Travis Williams,SF,CHH,39,0,365,13.7,0.488,0.1,0.4,0.5,-1.3,0.471,0.0,0.475
13948,1998,Walt Williams,SF,TOT,59,17,1470,13.4,0.508,1.1,1.0,2.2,-1.1,0.386,0.365,0.4
13949,1998,Walt Williams,SF,TOR,28,16,876,13.0,0.504,0.5,0.3,0.8,-1.5,0.392,0.38,0.4
13950,1998,Walt Williams,SF,POR,31,1,594,14.0,0.513,0.6,0.7,1.4,-0.3,0.378,0.344,0.4
13951,1998,Corliss Williamson,SF,SAC,79,75,2819,16.0,0.527,2.6,1.8,4.4,-0.2,0.495,0.0,0.499
13952,1998,Kevin Willis,PF,HOU,81,74,2528,18.3,0.555,4.3,1.7,6.0,-2.4,0.51,0.143,0.513
13953,1998,David Wingate,SG,SEA,58,2,546,8.6,0.491,-0.3,0.6,0.3,-4.6,0.471,0.429,0.474
13955,1998,Joe Wolf,PF,DEN,57,8,621,5.1,0.347,-0.7,0.2,-0.5,-6.7,0.331,0.2,0.342
13956,1998,Lorenzen Wright,C,LAC,69,38,2067,13.6,0.49,1.5,1.5,3.1,-2.4,0.445,0.0,0.446
13958,1998,George Zidek,C,TOT,12,0,64,9.1,0.402,-0.1,0.0,0.0,-14.4,0.241,0.5,0.222
13960,1998,George Zidek,C,SEA,6,0,22,2.3,0.349,-0.1,0.0,-0.1,-18.9,0.214,0.5,0.167
13962,1999,Tariq Abdul-Wahad,SG,SAC,49,49,1205,11.8,0.486,0.5,0.9,1.4,-2.8,0.435,0.286,0.443
13963,1999,Shareef Abdur-Rahim,SF,VAN,50,50,2021,20.7,0.53,3.7,0.9,4.6,1.7,0.432,0.306,0.438
13964,1999,Cory Alexander,PG,DEN,36,4,778,11.0,0.467,-0.2,0.0,-0.3,-3.6,0.373,0.286,0.432
13965,1999,Ray Allen,SG,MIL,50,50,1719,18.9,0.564,4.2,1.1,5.2,2.9,0.45,0.356,0.492
13967,1999,Derek Anderson,SG,CLE,38,13,978,16.5,0.529,1.1,1.0,2.1,0.8,0.398,0.304,0.424
13968,1999,Kenny Anderson,PG,BOS,34,33,1010,16.7,0.513,1.8,0.6,2.4,-1.3,0.451,0.25,0.465
