solo_competitive_rank,rank_tier,competitive_rank,mmr_estimate,leaderboard_rank,account_id,personaname,name,plus,cheese,steamid,avatar,avatarmedium,avatarfull,profileurl,last_login,loccountrycode,status,is_contributor,is_subscriber
,80.0,,{'estimate': 4906},1955.0,976319271,w2,,False,0,76561198936584999,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198936584999/,,,,False,False
,80.0,,{'estimate': 4687},1857.0,903056691,FOR FUN,,False,0,76561198863322419,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198863322419/,,,,False,False
,80.0,,{'estimate': 4518},1480.0,173596982,虎,,True,0,76561198133862710,https://avatars.steamstatic.com/3d2cfcf8ce12448eabd1477b287e6c436ff5e63a.jpg,https://avatars.steamstatic.com/3d2cfcf8ce12448eabd1477b287e6c436ff5e63a_medium.jpg,https://avatars.steamstatic.com/3d2cfcf8ce12448eabd1477b287e6c436ff5e63a_full.jpg,https://steamcommunity.com/profiles/76561198133862710/,,,,False,False
3042.0,51.0,3016.0,{'estimate': 2925},,79319863,GREAM,,True,0,76561198039585591,https://avatars.steamstatic.com/d7ca0ab373fca8cafafc3f4601d6e0cc935fc395.jpg,https://avatars.steamstatic.com/d7ca0ab373fca8cafafc3f4601d6e0cc935fc395_medium.jpg,https://avatars.steamstatic.com/d7ca0ab373fca8cafafc3f4601d6e0cc935fc395_full.jpg,https://steamcommunity.com/id/GreamDesu/,,KP,,False,False
2901.0,44.0,,{'estimate': 2928},,282293052,wooo,,False,0,76561198242558780,https://avatars.steamstatic.com/767872b343c64f4fa74776324688e25430c26d76.jpg,https://avatars.steamstatic.com/767872b343c64f4fa74776324688e25430c26d76_medium.jpg,https://avatars.steamstatic.com/767872b343c64f4fa74776324688e25430c26d76_full.jpg,https://steamcommunity.com/profiles/76561198242558780/,,CN,,False,False
2880.0,,,{'estimate': 2971},,165111101,YYFSSMDDX,,False,0,76561198125376829,https://avatars.steamstatic.com/f2527906973a9668158905906b2ba41fa6363fb5.jpg,https://avatars.steamstatic.com/f2527906973a9668158905906b2ba41fa6363fb5_medium.jpg,https://avatars.steamstatic.com/f2527906973a9668158905906b2ba41fa6363fb5_full.jpg,https://steamcommunity.com/profiles/76561198125376829/,,CN,,False,False
,,,{},,115170627,PedoRo,,False,0,76561198075436355,https://avatars.steamstatic.com/483a33974b03a6f4b5a2877975aca2db29e3833f.jpg,https://avatars.steamstatic.com/483a33974b03a6f4b5a2877975aca2db29e3833f_medium.jpg,https://avatars.steamstatic.com/483a33974b03a6f4b5a2877975aca2db29e3833f_full.jpg,https://steamcommunity.com/profiles/76561198075436355/,,,,False,False
4866.0,80.0,,{'estimate': 4144},4460.0,179763529,Han,,True,0,76561198140029257,https://avatars.steamstatic.com/6ff9686958069e608dbb305b62b43b02178b3d67.jpg,https://avatars.steamstatic.com/6ff9686958069e608dbb305b62b43b02178b3d67_medium.jpg,https://avatars.steamstatic.com/6ff9686958069e608dbb305b62b43b02178b3d67_full.jpg,https://steamcommunity.com/id/Guaicheng/,,GB,,False,False
,,,{'estimate': 3113},,204343628,砂狼.小仓唯.白子,,False,0,76561198164609356,https://avatars.steamstatic.com/e9eed757feab91d2ad0fcd7e221653cc9767bcec.jpg,https://avatars.steamstatic.com/e9eed757feab91d2ad0fcd7e221653cc9767bcec_medium.jpg,https://avatars.steamstatic.com/e9eed757feab91d2ad0fcd7e221653cc9767bcec_full.jpg,https://steamcommunity.com/profiles/76561198164609356/,,,,False,False
4603.0,80.0,,{'estimate': 4810},2632.0,162983249,Mr.D,,False,0,76561198123248977,https://avatars.steamstatic.com/3a3f3e95df0608d662bb7ec6423630b80e2bb4cd.jpg,https://avatars.steamstatic.com/3a3f3e95df0608d662bb7ec6423630b80e2bb4cd_medium.jpg,https://avatars.steamstatic.com/3a3f3e95df0608d662bb7ec6423630b80e2bb4cd_full.jpg,https://steamcommunity.com/id/aum8267/,2020-03-21T15:17:29.808Z,TH,,False,False
1352.0,80.0,,{'estimate': 2053},2088.0,224708958,e^iπ+1=0✮ESA,,True,0,76561198184974686,https://avatars.steamstatic.com/347949ac6e78726421415e0b791761cdf7eaba99.jpg,https://avatars.steamstatic.com/347949ac6e78726421415e0b791761cdf7eaba99_medium.jpg,https://avatars.steamstatic.com/347949ac6e78726421415e0b791761cdf7eaba99_full.jpg,https://steamcommunity.com/id/evasion_cheng/,,FR,,False,False
5417.0,80.0,3904.0,{'estimate': 5027},1659.0,297766761,СERTIFIED RASIST,Baldezzzh,False,0,76561198258032489,https://avatars.steamstatic.com/bf9737e104739de94db6034c9e0ff2fc42f89cf2.jpg,https://avatars.steamstatic.com/bf9737e104739de94db6034c9e0ff2fc42f89cf2_medium.jpg,https://avatars.steamstatic.com/bf9737e104739de94db6034c9e0ff2fc42f89cf2_full.jpg,https://steamcommunity.com/profiles/76561198258032489/,2020-02-19T11:19:20.068Z,UZ,,False,False
2768.0,54.0,2597.0,{'estimate': 3165},,66995562,Jeezy The GOD,,False,0,76561198027261290,https://avatars.steamstatic.com/6d3af5ce47303816fd2d9467b1fe1d8749868b04.jpg,https://avatars.steamstatic.com/6d3af5ce47303816fd2d9467b1fe1d8749868b04_medium.jpg,https://avatars.steamstatic.com/6d3af5ce47303816fd2d9467b1fe1d8749868b04_full.jpg,https://steamcommunity.com/id/76561198027261290/,,,,False,False
,,,{'estimate': 1286},,488600452,ZL,,False,0,76561198448866180,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198448866180/,,,,False,False
,80.0,,{'estimate': 4633},3137.0,362993030,W.W.W,,False,0,76561198323258758,https://avatars.steamstatic.com/7efa2329cac59e4e7cfbe6f77f700aff338ec360.jpg,https://avatars.steamstatic.com/7efa2329cac59e4e7cfbe6f77f700aff338ec360_medium.jpg,https://avatars.steamstatic.com/7efa2329cac59e4e7cfbe6f77f700aff338ec360_full.jpg,https://steamcommunity.com/profiles/76561198323258758/,,,,False,False
5367.0,80.0,5095.0,{'estimate': 5183},2326.0,86860683,ZhongCina,,False,0,76561198047126411,https://avatars.steamstatic.com/540613341e7a8d54e14a04cc1ec0892b2953ff28.jpg,https://avatars.steamstatic.com/540613341e7a8d54e14a04cc1ec0892b2953ff28_medium.jpg,https://avatars.steamstatic.com/540613341e7a8d54e14a04cc1ec0892b2953ff28_full.jpg,https://steamcommunity.com/id/abcd10303/,,PF,,False,False
,80.0,,{'estimate': 5108},1144.0,895964558,.,,False,0,76561198856230286,https://avatars.steamstatic.com/ed515db999288d1d27e3bc5a729daf6710120f2f.jpg,https://avatars.steamstatic.com/ed515db999288d1d27e3bc5a729daf6710120f2f_medium.jpg,https://avatars.steamstatic.com/ed515db999288d1d27e3bc5a729daf6710120f2f_full.jpg,https://steamcommunity.com/profiles/76561198856230286/,,NL,,False,False
,,,{},,1129408912,fadz the hermit,,,0,76561199089674640,https://avatars.steamstatic.com/73a335e6954999c2b0cff6b1f1cb4865d3d91bd0.jpg,https://avatars.steamstatic.com/73a335e6954999c2b0cff6b1f1cb4865d3d91bd0_medium.jpg,https://avatars.steamstatic.com/73a335e6954999c2b0cff6b1f1cb4865d3d91bd0_full.jpg,https://steamcommunity.com/id/fadzthehermit/,,,,False,False
,,,{'estimate': 1502},,1220372881,eKd,,,0,76561199180638609,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561199180638609/,,,,False,False
5907.0,80.0,4380.0,{'estimate': 4984},2277.0,195150753,MoAmAo,,False,0,76561198155416481,https://avatars.steamstatic.com/ac01021d08786c25478d18831034764762e11cbb.jpg,https://avatars.steamstatic.com/ac01021d08786c25478d18831034764762e11cbb_medium.jpg,https://avatars.steamstatic.com/ac01021d08786c25478d18831034764762e11cbb_full.jpg,https://steamcommunity.com/id/1142999298/,,CN,,False,False
,51.0,,{'estimate': 2747},,399588263,A`,,False,0,76561198359853991,https://avatars.steamstatic.com/201fafe7520c0efa4f9a7e6df2767cb0ddffa54b.jpg,https://avatars.steamstatic.com/201fafe7520c0efa4f9a7e6df2767cb0ddffa54b_medium.jpg,https://avatars.steamstatic.com/201fafe7520c0efa4f9a7e6df2767cb0ddffa54b_full.jpg,https://steamcommunity.com/profiles/76561198359853991/,,,,False,False
889.0,35.0,,{'estimate': 1341},,292161960,пожилой дед,,False,0,76561198252427688,https://avatars.steamstatic.com/482684032a0a7f315b67c9aed98e249fc36c0992.jpg,https://avatars.steamstatic.com/482684032a0a7f315b67c9aed98e249fc36c0992_medium.jpg,https://avatars.steamstatic.com/482684032a0a7f315b67c9aed98e249fc36c0992_full.jpg,https://steamcommunity.com/id/hui_vzlomaete1337/,,RU,,False,False
,80.0,4871.0,{'estimate': 4694},1179.0,189260204,76561198149525932,,False,0,76561198149525932,https://avatars.steamstatic.com/b357dd08e65ea5f3f2192b7d12e8fdd4bcbf1bd1.jpg,https://avatars.steamstatic.com/b357dd08e65ea5f3f2192b7d12e8fdd4bcbf1bd1_medium.jpg,https://avatars.steamstatic.com/b357dd08e65ea5f3f2192b7d12e8fdd4bcbf1bd1_full.jpg,https://steamcommunity.com/profiles/76561198149525932/,,,,False,False
,42.0,1151.0,{'estimate': 2888},,216922541,Outsider-,,False,0,76561198177188269,https://avatars.steamstatic.com/d8d31bbaaec8cbfa51125113b2e4380014b8cdbb.jpg,https://avatars.steamstatic.com/d8d31bbaaec8cbfa51125113b2e4380014b8cdbb_medium.jpg,https://avatars.steamstatic.com/d8d31bbaaec8cbfa51125113b2e4380014b8cdbb_full.jpg,https://steamcommunity.com/profiles/76561198177188269/,,RU,,False,False
5022.0,80.0,4432.0,{'estimate': 4837},1374.0,286580656,xxr,,True,0,76561198246846384,https://avatars.steamstatic.com/9822bd54e09e05a4410d38f46df2041f49f639f8.jpg,https://avatars.steamstatic.com/9822bd54e09e05a4410d38f46df2041f49f639f8_medium.jpg,https://avatars.steamstatic.com/9822bd54e09e05a4410d38f46df2041f49f639f8_full.jpg,https://steamcommunity.com/id/zoyaji/,2020-01-16T09:57:18.925Z,CN,,False,False
,,,{},,111004083,Fri.LinkQuid,,False,0,76561198071269811,https://avatars.steamstatic.com/cd0e5470b7790309021f54b59d02a839cc87bfcb.jpg,https://avatars.steamstatic.com/cd0e5470b7790309021f54b59d02a839cc87bfcb_medium.jpg,https://avatars.steamstatic.com/cd0e5470b7790309021f54b59d02a839cc87bfcb_full.jpg,https://steamcommunity.com/id/LinkQuid/,,,,False,False
3869.0,80.0,,{'estimate': 3901},3691.0,226274743,吃小孩,,False,0,76561198186540471,https://avatars.steamstatic.com/015d0abf2affb00d718292cc3e49966a6b66a8fb.jpg,https://avatars.steamstatic.com/015d0abf2affb00d718292cc3e49966a6b66a8fb_medium.jpg,https://avatars.steamstatic.com/015d0abf2affb00d718292cc3e49966a6b66a8fb_full.jpg,https://steamcommunity.com/profiles/76561198186540471/,,,,False,False
,80.0,,{'estimate': 4660},1517.0,438173115,别叫(allmuted),,False,0,76561198398438843,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198398438843/,,,,False,False
,80.0,,{'estimate': 4825},1358.0,118692797,Creep,,False,0,76561198078958525,https://avatars.steamstatic.com/0fa14d5b2a150974ccbaa9af5c0cf0b48adaf6c3.jpg,https://avatars.steamstatic.com/0fa14d5b2a150974ccbaa9af5c0cf0b48adaf6c3_medium.jpg,https://avatars.steamstatic.com/0fa14d5b2a150974ccbaa9af5c0cf0b48adaf6c3_full.jpg,https://steamcommunity.com/profiles/76561198078958525/,,,,False,False
5578.0,80.0,4531.0,{'estimate': 4694},1791.0,196842947,TRADE COMMEND PMA,,False,0,76561198157108675,https://avatars.steamstatic.com/9e3dc6c880ac0380bfccc1a7ebc06c8cb2084ac7.jpg,https://avatars.steamstatic.com/9e3dc6c880ac0380bfccc1a7ebc06c8cb2084ac7_medium.jpg,https://avatars.steamstatic.com/9e3dc6c880ac0380bfccc1a7ebc06c8cb2084ac7_full.jpg,https://steamcommunity.com/profiles/76561198157108675/,,PE,,False,False
,80.0,,{'estimate': 5478},549.0,1032720323,Revengé-,,True,0,76561198992986051,https://avatars.steamstatic.com/4c21ebe20f0510ec6821da296e9424181367e1d3.jpg,https://avatars.steamstatic.com/4c21ebe20f0510ec6821da296e9424181367e1d3_medium.jpg,https://avatars.steamstatic.com/4c21ebe20f0510ec6821da296e9424181367e1d3_full.jpg,https://steamcommunity.com/profiles/76561198992986051/,2021-12-03T06:09:08.964Z,,,False,False
4693.0,80.0,4433.0,{'estimate': 4623},4854.0,340852689,Yi,,False,0,76561198301118417,https://avatars.steamstatic.com/d99380401d287d8eb901ea0fa1d255caabfc2b9a.jpg,https://avatars.steamstatic.com/d99380401d287d8eb901ea0fa1d255caabfc2b9a_medium.jpg,https://avatars.steamstatic.com/d99380401d287d8eb901ea0fa1d255caabfc2b9a_full.jpg,https://steamcommunity.com/profiles/76561198301118417/,,,,False,False
,,,{'estimate': 2431},,1072500691,-ZoÆ,,False,0,76561199032766419,https://avatars.steamstatic.com/14e9f6abc024cb98b6bc28c3a8711c848e740b51.jpg,https://avatars.steamstatic.com/14e9f6abc024cb98b6bc28c3a8711c848e740b51_medium.jpg,https://avatars.steamstatic.com/14e9f6abc024cb98b6bc28c3a8711c848e740b51_full.jpg,https://steamcommunity.com/profiles/76561199032766419/,,,,False,False
5162.0,80.0,4595.0,{'estimate': 4493},3878.0,200864218,纵月,,True,0,76561198161129946,https://avatars.steamstatic.com/98249c9c7a266160fd74e78c8ad4ebbc793c212f.jpg,https://avatars.steamstatic.com/98249c9c7a266160fd74e78c8ad4ebbc793c212f_medium.jpg,https://avatars.steamstatic.com/98249c9c7a266160fd74e78c8ad4ebbc793c212f_full.jpg,https://steamcommunity.com/profiles/76561198161129946/,,,,False,False
,,,{'estimate': 3667},,861280735,SMAUG,,False,0,76561198821546463,https://avatars.steamstatic.com/7c9f33e963cdfaca2f15a9ac36cd3cf025b2fd47.jpg,https://avatars.steamstatic.com/7c9f33e963cdfaca2f15a9ac36cd3cf025b2fd47_medium.jpg,https://avatars.steamstatic.com/7c9f33e963cdfaca2f15a9ac36cd3cf025b2fd47_full.jpg,https://steamcommunity.com/profiles/76561198821546463/,,,,False,False
,,,{'estimate': 3630},,1232177124,mentally ill + racist,,,0,76561199192442852,https://avatars.steamstatic.com/d76e20c9cdcae2c48b1e1d1db67c8d37bbb810a8.jpg,https://avatars.steamstatic.com/d76e20c9cdcae2c48b1e1d1db67c8d37bbb810a8_medium.jpg,https://avatars.steamstatic.com/d76e20c9cdcae2c48b1e1d1db67c8d37bbb810a8_full.jpg,https://steamcommunity.com/profiles/76561199192442852/,,,,False,False
,80.0,,{'estimate': 4233},2045.0,422982641,景,,False,0,76561198383248369,https://avatars.steamstatic.com/2f7541d21afc1f0be84d1d3e6a27bf389306e186.jpg,https://avatars.steamstatic.com/2f7541d21afc1f0be84d1d3e6a27bf389306e186_medium.jpg,https://avatars.steamstatic.com/2f7541d21afc1f0be84d1d3e6a27bf389306e186_full.jpg,https://steamcommunity.com/id/xqhhhhhh/,,CN,,False,False
1799.0,32.0,3237.0,{'estimate': 2392},,125136241,Заря,,False,0,76561198085401969,https://avatars.steamstatic.com/91ab2f1db766fa077c8d66146a6bcd134bab896b.jpg,https://avatars.steamstatic.com/91ab2f1db766fa077c8d66146a6bcd134bab896b_medium.jpg,https://avatars.steamstatic.com/91ab2f1db766fa077c8d66146a6bcd134bab896b_full.jpg,https://steamcommunity.com/profiles/76561198085401969/,,RU,,False,False
,35.0,,{'estimate': 2184},,875746465,76561198836012193,,False,0,76561198836012193,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_medium.jpg,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,https://steamcommunity.com/profiles/76561198836012193/,,,,False,False
