Player,careers,Pos,Tm,G,PER,GS,MP,TS,OWS,DWS,WS,BPM,FG,P2,P3,year_start,year_end,height,weight,birth_date,year_active,age_start,age_end,churn
Awvee Storey,3,SG,MIL,60,9.2,1,407,0.4,0.0,0.0,0.1,-5.8,0.4,0.4,0.3,2005,2008,6-6,222,1977,4,28,31,1
Axel Toupane,3,SF,NOP,27,7.3,0,393,0.6,0.1,0.0,0.2,-3.0,0.5,0.7,0.3,2016,2017,6-7,197,1992,2,24,25,1
B.J. Armstrong,15,PG,CHI,845,13.4,342,18979,0.5,2.2,1.0,3.2,-2.8,0.5,0.5,0.4,1990,2000,6-2,175,1967,11,23,33,0
B.J. Tyler,1,PG,PHI,55,8.5,8,809,0.5,-1.2,0.5,-0.7,-7.2,0.4,0.4,0.3,1995,1995,6-1,185,1971,1,24,24,1
Baron Davis,17,PG,NYK,939,17.7,768,31822,0.5,2.2,2.0,4.1,2.4,0.4,0.5,0.3,2000,2012,6-3,209,1979,13,21,33,0
Bart Kofoed,4,SG,BOS,106,7.6,0,681,0.4,-0.2,0.1,0.0,-6.1,0.4,0.4,0.1,1988,1993,6-4,210,1964,6,24,29,1
Ben Bentil,1,PF,DAL,3,-17.6,0,10,0.0,-0.1,0.0,-0.1,-26.9,0.0,0.0,0.0,2017,2017,6-9,235,1995,1,22,22,1
Ben Coleman,5,PF,MIL,230,12.4,55,4330,0.6,0.4,0.9,1.2,-2.7,0.5,0.5,0.0,1987,1994,6-9,235,1961,8,26,33,0
Ben Gordon,11,SG,ORL,744,13.7,269,20366,0.5,1.7,1.3,3.0,-2.1,0.4,0.4,0.4,2005,2015,6-3,200,1983,11,22,32,0
Ben Handlogten,1,C,UTA,21,10.3,5,297,0.5,0.1,0.2,0.3,-3.1,0.5,0.5,0.0,2004,2005,6-10,240,1973,2,31,32,1
Ben Hansbrough,1,PG,IND,28,7.2,0,200,0.5,-0.1,0.3,0.2,-4.4,0.3,0.4,0.3,2013,2013,6-3,203,1987,1,26,26,1
Ben McDonald,3,PF,GSW,165,7.6,75,3589,0.5,0.4,0.3,0.7,-2.9,0.5,0.5,0.1,1986,1989,6-8,210,1962,4,24,27,1
Ben McLemore,4,SG,SAC,293,9.1,216,7476,0.5,0.3,0.7,1.0,-3.0,0.4,0.5,0.4,2014,2018,6-5,195,1993,5,21,25,0
Ben Poquette,8,PF,CHI,484,11.5,123,9247,0.5,1.1,1.2,2.3,-0.8,0.5,0.5,0.1,1978,1987,6-9,235,1955,10,23,32,0
Ben Uzoh,3,PG,TOR,76,12.0,16,1165,0.4,-0.1,0.3,0.3,-1.4,0.4,0.4,0.1,2011,2012,6-3,205,1988,2,23,24,1
Ben Wallace,12,C,DET,854,15.0,796,27887,0.5,1.6,5.1,6.7,3.7,0.5,0.5,0.1,1997,2012,6-9,240,1974,16,23,38,0
Beno Udrih,19,PG,DET,982,13.5,298,20992,0.5,1.1,0.7,1.8,-2.8,0.5,0.5,0.4,2005,2017,6-3,205,1982,13,23,35,0
Benoit Benjamin,8,C,MIL,583,15.0,467,16716,0.5,0.4,2.6,3.0,-1.0,0.5,0.5,0.0,1986,2000,7-0,250,1964,15,22,36,0
Bernard James,2,C,DAL,76,11.6,11,603,0.5,0.2,0.4,0.6,-2.4,0.5,0.5,0.0,2013,2015,6-10,240,1985,3,28,30,1
Bernard Robinson,4,SG,CHA,149,8.9,19,2150,0.5,-0.2,0.6,0.5,-3.4,0.4,0.4,0.1,2005,2007,6-6,210,1980,3,25,27,1
Bernard Thompson,5,PF,HOU,204,9.0,29,2935,0.5,0.3,0.4,0.7,-3.3,0.4,0.4,0.0,1985,1989,6-6,210,1962,5,23,27,1
Bill Cartwright,1,C,NYK,77,18.5,77,2487,0.6,5.6,4.2,9.8,2.5,0.6,0.6,0.0,1980,1995,7-1,245,1957,16,23,38,0
Bill Curley,7,PF,GSW,138,6.1,12,1470,0.5,0.0,0.1,0.2,-5.2,0.4,0.5,0.2,1995,2001,6-9,220,1972,7,23,29,0
Bill Edwards,1,PF,PHI,3,-0.4,0,44,0.1,-0.3,0.1,-0.3,-10.4,0.1,0.2,0.0,1994,1994,6-8,215,1971,1,23,23,1
Bill Garnett,4,PF,IND,300,12.1,62,5260,0.6,1.3,1.4,2.7,-0.1,0.5,0.5,0.0,1983,1986,6-9,225,1960,4,23,26,1
Bill Hanzlik,9,PF,DEN,674,10.8,109,14275,0.5,1.0,1.5,2.5,-1.4,0.4,0.4,0.2,1981,1990,6-7,185,1957,10,24,33,0
Bill Jones,1,PF,NJN,37,13.9,0,307,0.5,0.3,0.3,0.6,-1.3,0.5,0.5,0.0,1989,1989,6-7,175,1966,1,23,23,1
Bill Laimbeer,15,C,DET,1067,15.9,895,33325,0.6,3.7,3.3,7.0,1.5,0.5,0.5,0.3,1981,1994,6-11,245,1957,14,24,37,0
Bill Martin,2,SF,PHO,76,8.6,0,792,0.4,-0.2,0.4,0.2,-7.0,0.4,0.4,0.0,1986,1988,6-7,205,1962,3,24,26,1
Bill Wennington,11,C,CHI,665,11.0,80,9216,0.5,0.5,1.1,1.5,-3.2,0.5,0.5,0.3,1986,2000,7-0,245,1963,15,23,37,0
Bill Willoughby,5,SF,NJN,260,9.4,44,4703,0.5,0.6,0.8,1.4,-2.6,0.5,0.5,0.3,1976,1984,6-8,205,1957,9,19,27,0
Billy Donovan,1,PG,NYK,44,8.7,0,364,0.4,-0.4,0.3,-0.1,-7.4,0.4,0.4,0.0,1988,1988,5-11,171,1965,1,23,23,1
Billy Knight,6,SF,SAS,372,14.0,114,7550,0.5,1.7,0.7,2.4,-2.7,0.5,0.5,0.4,1975,1985,6-6,195,1952,11,23,33,0
Billy McKinney,3,PG,SDC,229,13.1,65,4365,0.5,2.1,0.0,2.2,-3.6,0.5,0.5,0.0,1979,1986,6-0,160,1955,8,24,31,0
Billy Owens,14,PF,DET,724,13.3,537,20906,0.5,0.8,1.5,2.4,-0.3,0.5,0.5,0.2,1992,2001,6-8,220,1969,10,23,32,0
Billy Thomas,4,SF,CLE,60,4.0,0,563,0.4,-0.1,0.2,0.1,-7.1,0.3,0.2,0.3,2005,2008,6-4,208,1975,4,30,33,1
Billy Thompson,4,SF,MIA,290,13.0,149,6658,0.5,0.8,1.7,2.4,-0.3,0.5,0.5,0.1,1987,1992,6-7,195,1963,6,24,29,1
Bimbo Coles,17,PG,BOS,946,11.1,419,23455,0.5,1.0,0.9,1.9,-3.0,0.4,0.4,0.2,1991,2004,6-1,180,1968,14,23,36,0
Bismack Biyombo,1,C,TOR,82,14.9,22,1808,0.6,2.8,3.1,5.9,-0.1,0.5,0.5,0.0,2012,2018,6-9,255,1992,7,20,26,0
Bison Dele,5,C,DET,293,16.1,192,7700,0.6,1.5,2.1,3.7,-0.3,0.5,0.5,0.1,1992,1999,6-9,235,1969,8,23,30,0
Blair Rasmussen,4,C,ATL,254,11.0,191,6571,0.5,1.0,1.4,2.5,-3.5,0.5,0.5,0.2,1986,1993,7-0,250,1962,8,24,31,0
Blake Ahearn,3,PG,UTA,19,4.9,0,226,0.5,-0.1,0.0,-0.0,-7.7,0.3,0.2,0.3,2008,2012,6-2,190,1984,5,24,28,0
Blake Griffin,7,PF,LAC,471,22.7,471,16567,0.6,6.0,2.9,8.9,4.1,0.5,0.5,0.3,2011,2018,6-10,251,1989,8,22,29,0
Blue Edwards,12,SF,MIA,771,12.3,459,19521,0.5,0.8,1.3,2.1,-1.0,0.5,0.5,0.3,1990,1999,6-4,200,1965,10,25,34,0
Bo Kimble,3,SG,NYK,105,8.8,22,1336,0.5,-0.4,0.4,0.0,-5.1,0.4,0.4,0.3,1991,1993,6-4,190,1966,3,25,27,1
Bo Outlaw,12,PF,MEM,873,13.9,388,21472,0.6,1.8,2.5,4.3,3.0,0.6,0.6,0.1,1994,2008,6-8,210,1971,15,23,37,0
Bob Gross,2,SF,SDC,86,11.2,27,1750,0.5,0.8,0.9,1.6,0.6,0.5,0.5,0.4,1976,1983,6-6,200,1953,8,23,30,0
Bob Hansen,11,SG,CHI,643,8.7,327,11913,0.5,0.3,1.1,1.5,-2.5,0.5,0.5,0.2,1984,1992,6-6,190,1961,9,23,31,0
Bob McCann,3,PF,WSB,167,9.1,7,2318,0.5,-0.1,0.7,0.7,-3.4,0.5,0.5,0.2,1990,1998,6-6,244,1964,9,26,34,0
Bob Sura,12,PG,HOU,737,14.2,223,17260,0.5,1.2,1.5,2.7,0.2,0.4,0.4,0.3,1996,2005,6-5,200,1973,10,23,32,0
Bob Thornton,5,PF,PHI,232,6.4,8,2424,0.5,-0.1,0.3,0.2,-5.2,0.5,0.5,0.1,1986,1996,6-10,225,1962,11,24,34,0
Bob Wilkerson,2,SF,CLE,142,10.9,49,3507,0.5,-1.1,1.2,0.2,-2.2,0.4,0.4,0.1,1977,1983,6-6,195,1954,7,23,29,0
Bobby Brown,7,PG,HOU,251,9.5,4,3023,0.5,-0.3,0.0,-0.3,-6.8,0.4,0.4,0.3,2009,2018,6-2,175,1984,10,25,34,0
Bobby Cattage,2,PF,NJN,78,10.2,1,522,0.5,0.0,0.2,0.2,-8.6,0.4,0.4,0.1,1982,1986,6-9,250,1958,5,24,28,1
Bobby Hurley,7,PG,VAN,330,8.6,65,5045,0.4,-0.5,0.2,-0.2,-7.8,0.4,0.4,0.2,1994,1998,6-0,165,1971,5,23,27,1
Bobby Jackson,14,PG,SAC,827,15.1,148,18179,0.5,1.2,1.3,2.5,-0.2,0.4,0.4,0.3,1998,2009,6-1,185,1973,12,25,36,0
Bobby Jones,11,SF,SAS,509,12.2,132,10232,0.5,1.5,1.3,2.8,-0.2,0.5,0.5,0.1,1975,1986,6-9,210,1951,12,24,35,0
Bobby Phills,9,SG,CHH,467,13.6,379,13426,0.5,1.3,1.8,3.0,-1.1,0.4,0.5,0.3,1992,2000,6-5,210,1969,9,23,31,0
Bobby Portis,2,PF,CHI,126,14.4,17,2102,0.5,0.7,1.2,2.0,-3.2,0.5,0.5,0.3,2016,2018,6-11,230,1995,3,21,23,1
Bobby Simmons,9,SF,LAC,464,11.7,228,11497,0.5,1.4,0.8,2.2,-1.2,0.4,0.4,0.3,2002,2012,6-7,210,1980,11,22,32,0
Bojan Bogdanovic,5,SF,WAS,319,12.7,175,8135,0.6,1.3,0.5,1.8,-2.7,0.4,0.5,0.4,2015,2018,6-8,216,1989,4,26,29,1
Boniface N'Dong,1,C,LAC,23,11.0,1,152,0.4,0.0,0.2,0.2,-4.3,0.4,0.4,0.0,2006,2006,7-0,198,1977,1,29,29,1
Bonzi Wells,14,SG,NOH,736,15.7,309,18567,0.5,0.5,1.9,2.4,-0.5,0.5,0.5,0.3,1999,2008,6-5,210,1976,10,23,32,0
Boris Diaw,18,PF,UTA,1202,12.5,658,32946,0.5,1.4,1.8,3.2,0.3,0.5,0.5,0.3,2004,2017,6-8,250,1982,14,22,35,0
Bostjan Nachbar,10,PF,NJN,424,9.0,44,7471,0.5,0.4,0.7,1.0,-3.6,0.4,0.4,0.3,2003,2008,6-9,221,1980,6,23,28,1
Bracey Wright,2,SG,MIN,26,13.0,0,325,0.5,0.2,0.2,0.2,-4.0,0.4,0.4,0.3,2006,2007,6-3,210,1984,2,22,23,1
Brad Branson,1,PF,IND,62,16.0,2,680,0.5,0.5,0.5,1.0,-3.0,0.4,0.4,0.0,1982,1983,6-10,220,1958,2,24,25,1
Brad Daugherty,6,C,CLE,418,19.3,416,15496,0.6,5.3,3.5,8.8,2.6,0.5,0.5,0.1,1987,1994,7-0,245,1965,8,22,29,0
Brad Davis,11,PG,DAL,827,13.9,396,19716,0.6,3.4,1.0,4.3,-1.5,0.5,0.5,0.3,1978,1992,6-3,180,1955,15,23,37,0
Brad Holland,2,SG,WSB,27,7.5,6,379,0.4,-0.3,0.3,-0.0,-4.6,0.4,0.4,0.0,1980,1982,6-3,180,1956,3,24,26,1
Brad Lohaus,17,PF,SAS,868,11.1,190,14133,0.5,0.3,0.9,1.2,-2.1,0.4,0.4,0.3,1988,1998,6-11,230,1964,11,24,34,0
Brad Miller,18,C,MIN,1014,17.5,716,28900,0.6,3.3,1.7,5.0,1.6,0.5,0.5,0.3,1999,2012,6-11,244,1976,14,23,36,0
Brad Sellers,8,PF,MIN,457,10.2,123,7854,0.5,0.4,0.8,1.2,-4.6,0.4,0.4,0.1,1987,1993,7-0,210,1962,7,25,31,0
Brad Wright,1,PF,NYK,14,11.2,0,138,0.4,-0.2,0.1,0.0,-9.0,0.4,0.4,0.0,1987,1988,6-11,225,1962,2,25,26,1
Bradley Beal,5,SG,WAS,324,15.5,290,10774,0.5,2.4,1.9,4.4,0.2,0.4,0.5,0.4,2013,2018,6-5,207,1993,6,20,25,0
Brandan Wright,6,PF,MEM,295,19.7,58,5382,0.6,2.3,1.1,3.4,1.7,0.6,0.6,0.0,2008,2018,6-10,210,1987,11,21,31,0
Brandon Armstrong,3,SG,NJN,108,4.4,0,699,0.4,-0.5,0.3,-0.2,-8.9,0.3,0.4,0.3,2002,2004,6-5,188,1980,3,22,24,1
Brandon Bass,9,PF,LAC,620,15.1,240,13626,0.6,2.4,1.6,4.0,-1.7,0.5,0.5,0.1,2006,2017,6-8,250,1985,12,21,32,0
Brandon Davies,4,PF,BRK,105,9.3,12,1421,0.5,-0.2,0.3,0.1,-4.7,0.4,0.4,0.2,2014,2015,6-10,240,1991,2,23,24,1
Brandon Hunter,1,PF,BOS,36,12.6,12,406,0.5,0.2,0.4,0.6,-3.9,0.5,0.5,0.0,2004,2005,6-7,260,1980,2,24,25,1
Brandon Ingram,1,SF,LAL,79,8.5,40,2279,0.5,-1.0,0.7,-0.3,-3.8,0.4,0.4,0.3,2017,2018,6-9,190,1997,2,20,21,0
Brandon Jennings,12,PG,WAS,670,14.6,449,19309,0.5,1.4,1.4,2.8,-0.6,0.4,0.4,0.3,2010,2017,6-1,170,1989,8,21,28,0
Brandon Knight,8,SG,PHO,445,14.2,381,13974,0.5,1.0,1.0,2.0,-1.4,0.4,0.4,0.4,2012,2017,6-3,189,1991,6,21,26,0
Brandon Roy,6,SG,MIN,326,17.5,300,11561,0.5,4.8,1.5,6.2,1.3,0.4,0.5,0.3,2007,2013,6-6,215,1984,7,23,29,0
Brandon Rush,9,SG,MIN,481,8.7,163,10564,0.5,0.3,0.9,1.2,-3.1,0.4,0.5,0.3,2009,2017,6-6,220,1985,9,24,32,0
Brandon Williams,2,SF,ATL,15,-3.8,2,159,0.2,-0.3,0.0,-0.2,-12.7,0.2,0.2,0.2,1998,2003,6-6,215,1975,6,23,28,1
Brendan Haywood,5,C,CHA,315,14.0,170,7073,0.5,1.6,1.6,3.1,-0.7,0.5,0.5,0.0,2002,2015,7-0,268,1979,14,23,36,0
Brent Barry,16,SG,HOU,970,15.0,485,25243,0.6,3.1,1.5,4.6,2.0,0.4,0.5,0.4,1996,2009,6-6,185,1971,14,25,38,0
Brent Price,9,PG,SAC,418,11.5,80,7007,0.5,0.9,0.5,1.3,-2.5,0.4,0.4,0.3,1993,2002,6-1,165,1968,10,25,34,0
Brett Szabo,1,C,BOS,70,8.8,24,662,0.5,0.0,0.5,0.4,-5.4,0.4,0.4,0.0,1997,1997,6-11,230,1968,1,29,29,1
Brevin Knight,15,PG,UTA,829,14.2,479,20558,0.5,0.8,1.6,2.4,-1.4,0.4,0.4,0.1,1998,2009,5-10,173,1975,12,23,34,0
Brian Cardinal,12,SF,DAL,456,10.9,37,6477,0.5,0.7,0.6,1.3,-1.0,0.4,0.4,0.3,2001,2012,6-8,245,1977,12,24,35,0
Brian Cook,15,PF,WAS,534,8.7,76,6725,0.5,0.2,0.4,0.7,-5.7,0.4,0.4,0.3,2004,2012,6-9,234,1980,9,24,32,0
Brian Davis,1,SF,MIN,68,9.2,3,374,0.4,-0.2,0.2,0.0,-6.5,0.3,0.3,0.3,1994,1994,6-7,200,1970,1,24,24,1
Brian Evans,7,SF,MIN,190,10.5,2,2135,0.4,0.2,0.3,0.5,-3.1,0.3,0.3,0.3,1997,1999,6-8,220,1973,3,24,26,1
Brian Grant,7,C,MIA,512,15.0,424,15260,0.5,2.3,3.2,5.5,-0.0,0.5,0.5,0.1,1995,2006,6-9,254,1972,12,23,34,0
Brian Howard,2,SF,DAL,95,11.4,22,1613,0.5,0.1,0.4,0.4,-3.0,0.5,0.5,0.3,1992,1993,6-6,204,1967,2,25,26,1
Brian Oliver,2,SG,PHI,107,6.8,4,1079,0.4,-0.6,0.4,-0.2,-7.4,0.4,0.4,0.1,1991,1998,6-4,210,1968,8,23,30,0
Brian Quinnett,5,SG,DAL,177,8.0,5,1856,0.4,-0.1,0.4,0.2,-4.6,0.4,0.4,0.3,1990,1992,6-8,235,1966,3,24,26,1
Brian Roberts,7,PG,CHO,365,13.0,59,5677,0.5,0.9,0.4,1.2,-3.6,0.4,0.4,0.4,2013,2017,6-1,173,1985,5,28,32,0
Brian Rowsom,2,PF,CHH,78,14.6,2,1076,0.5,0.8,0.4,1.2,-2.0,0.5,0.5,0.8,1988,1990,6-9,220,1965,3,23,25,1
Brian Scalabrine,11,PF,CHI,520,7.5,61,6772,0.5,-0.1,0.8,0.7,-2.6,0.4,0.4,0.3,2002,2012,6-9,241,1978,11,24,34,0
Brian Shaw,17,PG,LAL,1064,11.4,421,24614,0.5,0.1,1.3,1.5,-1.8,0.4,0.4,0.3,1989,2003,6-6,190,1966,15,23,37,0
Brian Skinner,4,PF,LAC,190,10.4,44,2874,0.5,-0.1,0.9,0.8,-3.5,0.5,0.5,0.2,1999,2012,6-9,255,1976,14,23,36,0
Brian Taylor,1,PG,SDC,41,13.7,40,1274,0.6,2.3,0.0,2.3,-0.8,0.5,0.5,0.4,1973,1982,6-2,185,1951,10,22,31,0
Brian Winters,2,SG,MIL,118,14.0,25,3190,0.5,2.0,1.8,3.8,-1.0,0.5,0.5,0.4,1975,1983,6-4,185,1952,9,23,31,0
Briante Weber,5,PG,CHO,53,9.3,8,745,0.4,-0.1,0.2,0.1,-3.2,0.4,0.4,0.0,2016,2018,6-2,165,1992,3,24,26,1
Britton Johnsen,2,SF,IND,26,1.5,5,377,0.3,-0.4,0.0,-0.4,-7.9,0.3,0.3,0.0,2004,2005,6-10,210,1979,2,25,26,1
Brook Lopez,8,C,BRK,557,21.5,522,17982,0.6,4.2,2.0,6.2,0.9,0.5,0.5,0.1,2009,2018,7-0,275,1988,10,21,30,0
Brook Steppe,5,PG,POR,238,12.4,28,2858,0.6,0.5,0.4,0.9,-2.9,0.5,0.5,0.2,1983,1989,6-5,195,1959,7,24,30,0
Brooks Thompson,7,PG,NYK,263,12.6,14,2928,0.5,0.2,0.3,0.5,-2.4,0.4,0.5,0.3,1995,1998,6-4,193,1970,4,25,28,1
Bruce Bowen,14,SF,SAS,941,7.7,646,24929,0.5,0.7,2.4,3.2,-0.4,0.4,0.4,0.4,1997,2009,6-7,185,1971,13,26,38,0
Bruce Douglas,1,SG,SAC,8,5.7,1,98,0.3,-0.3,0.1,-0.2,-4.3,0.3,0.3,0.0,1987,1987,6-3,195,1964,1,23,23,1
Bruce Flowers,1,PF,CLE,53,15.2,5,699,0.6,1.1,0.6,1.7,0.1,0.5,0.5,0.0,1983,1983,6-8,225,1957,1,26,26,1
Bruno Caboclo,3,SF,TOR,23,1.7,1,106,0.3,-0.1,0.0,-0.1,-9.9,0.3,0.2,0.4,2015,2018,6-9,218,1995,4,20,23,1
Bruno Sundov,4,C,NYK,80,5.5,4,419,0.4,-0.2,0.1,-0.1,-9.0,0.4,0.4,0.1,1999,2005,7-2,220,1980,7,19,25,1
Bryan Warrick,6,PG,IND,205,9.1,31,3064,0.5,-0.1,0.5,0.4,-4.6,0.4,0.4,0.3,1983,1986,6-5,195,1959,4,24,27,1
Bryant Reeves,6,C,VAN,395,13.2,341,12071,0.5,1.1,1.1,2.2,-3.0,0.5,0.5,0.1,1996,2001,7-0,275,1973,6,23,28,1
Bryant Stith,10,SG,CLE,586,12.3,406,16417,0.5,1.9,1.1,3.0,-1.5,0.4,0.4,0.3,1993,2002,6-5,208,1970,10,23,32,0
Bryce Cotton,3,PG,PHO,26,4.3,0,231,0.4,-0.1,0.0,-0.0,-10.2,0.4,0.5,0.1,2015,2016,6-1,165,1992,2,23,24,1
Bryce Dejean-Jones,1,SG,NOP,14,9.6,11,279,0.5,0.0,0.2,0.2,-2.6,0.4,0.4,0.4,2016,2016,6-6,209,1992,1,24,24,1
Bryce Drew,6,PG,NOH,243,8.6,46,3970,0.4,0.2,0.2,0.4,-5.4,0.3,0.4,0.3,1999,2004,6-2,185,1974,6,25,30,1
Bryn Forbes,1,SG,SAS,36,5.9,0,285,0.5,-0.2,0.2,0.1,-6.0,0.4,0.4,0.3,2017,2018,6-3,190,1993,2,24,25,0
Bryon Russell,12,SF,DEN,840,12.0,392,19802,0.5,2.0,2.0,4.0,1.1,0.4,0.5,0.3,1994,2006,6-7,225,1970,13,24,36,0
Bubba Wells,1,SG,DAL,39,11.1,2,395,0.5,-0.2,0.3,0.1,-5.0,0.4,0.4,0.2,1998,1998,6-5,230,1974,1,24,24,1
Buck Johnson,7,SF,WSB,505,11.9,296,11849,0.5,1.1,1.9,3.0,-1.1,0.5,0.5,0.1,1987,1993,6-7,190,1964,7,23,29,0
Buck Williams,15,PF,NYK,1186,15.3,1054,39144,0.6,3.5,3.8,7.3,1.2,0.5,0.5,0.2,1982,1998,6-8,215,1960,17,22,38,0
Buddy Hield,3,SG,SAC,164,12.2,110,3776,0.5,0.0,0.9,0.9,-2.6,0.4,0.5,0.4,2017,2018,6-4,214,1993,2,24,25,0
Butch Carter,6,SG,NYK,312,7.4,93,6173,0.5,0.5,0.7,1.2,-5.6,0.4,0.4,0.2,1981,1986,6-5,180,1958,6,23,28,1
Butch Graves,1,SG,CLE,4,-0.8,0,11,0.3,-0.1,0.0,-0.1,-10.4,0.3,0.4,0.0,1985,1985,6-3,200,1962,1,23,23,1
Byron Dinkins,1,PG,HOU,33,10.9,0,362,0.5,-0.2,0.5,0.3,-4.1,0.4,0.4,0.1,1990,1991,6-1,170,1967,2,23,24,1
Byron Houston,4,PF,SAC,214,11.2,10,2674,0.5,0.2,0.8,1.0,-2.8,0.5,0.5,0.3,1993,1996,6-5,250,1969,4,24,27,1
Byron Irvin,3,SG,WSB,87,14.2,8,849,0.5,0.4,0.3,0.7,-3.2,0.5,0.5,0.5,1990,1993,6-5,190,1966,4,24,27,1
Byron Mullens,5,C,PHI,208,12.4,66,3721,0.5,-0.2,0.4,0.2,-3.8,0.4,0.5,0.3,2010,2014,7-0,275,1989,5,21,25,0
Byron Scott,14,SG,LAL,1073,15.4,717,30152,0.6,3.3,2.0,5.4,0.2,0.5,0.5,0.4,1984,1997,6-3,195,1961,14,23,36,0
C.J. McCollum,4,SG,POR,260,14.9,163,7025,0.5,2.8,1.1,3.9,-0.8,0.4,0.5,0.4,2014,2018,6-3,190,1991,5,23,27,0
C.J. Miles,12,SF,IND,715,12.8,299,14928,0.5,1.1,1.1,2.2,-1.3,0.4,0.5,0.3,2006,2018,6-6,225,1987,13,19,31,0
C.J. Watson,10,PG,ORL,600,12.5,104,12093,0.5,1.2,1.2,2.4,-1.1,0.4,0.4,0.4,2008,2017,6-2,175,1984,10,24,33,0
C.J. Wilcox,3,SG,ORL,66,8.1,0,376,0.4,-0.1,0.1,0.0,-5.7,0.4,0.4,0.3,2015,2017,6-5,195,1990,3,25,27,1
Cal Bowdler,3,PF,ATL,142,11.7,0,1383,0.5,0.2,0.4,0.6,-4.5,0.4,0.4,0.1,2000,2002,6-10,245,1977,3,23,25,1
Calbert Cheaney,12,SF,GSW,816,10.3,493,21854,0.5,0.8,1.1,2.0,-2.6,0.5,0.5,0.2,1994,2006,6-7,209,1971,13,23,35,0
Caldwell Jones,9,PF,SAS,667,9.1,409,15234,0.5,0.5,2.0,2.5,-1.3,0.5,0.5,0.1,1974,1990,6-11,217,1950,17,24,40,0
Calvin Booth,6,C,WAS,280,10.9,40,3124,0.5,0.4,0.6,0.9,-2.1,0.4,0.4,0.2,2000,2009,6-11,230,1976,10,24,33,0
Calvin Garrett,3,SF,LAL,96,8.3,22,1370,0.5,0.1,0.3,0.4,-4.7,0.4,0.5,0.2,1981,1984,6-7,190,1956,4,25,28,1
Calvin Natt,8,SF,DEN,446,16.6,370,13834,0.6,4.1,1.6,5.7,-0.5,0.5,0.5,0.1,1980,1990,6-6,220,1957,11,23,33,0
Cameron Bairstow,1,C,CHI,18,6.8,2,103,0.4,-0.1,0.1,0.0,-7.7,0.3,0.3,0.2,2015,2016,6-9,250,1990,2,25,26,1
Cameron Payne,4,PG,CHI,119,7.2,1,1622,0.4,-0.2,0.4,0.2,-5.6,0.4,0.4,0.3,2016,2017,6-3,185,1994,2,22,23,1
Campy Russell,2,SF,CLE,80,5.4,63,2382,0.5,1.0,0.6,1.6,-7.4,0.4,0.4,0.2,1975,1985,6-8,215,1952,11,23,33,0
Carey Scurry,4,SF,UTA,209,14.0,5,2823,0.5,0.0,1.5,1.6,3.6,0.5,0.5,0.3,1986,1988,6-7,188,1962,3,24,26,1
Caris LeVert,1,SF,BRK,57,12.2,26,1237,0.6,0.8,1.0,1.8,-1.1,0.4,0.6,0.3,2017,2018,6-7,203,1994,2,23,24,0
Carl Henry,1,SG,SAC,28,12.5,0,149,0.5,0.1,0.1,0.2,-5.8,0.5,0.5,0.4,1986,1986,6-6,205,1960,1,26,26,1
Carl Herrera,8,PF,DEN,414,9.3,110,7015,0.5,-0.0,0.9,0.9,-4.5,0.5,0.5,0.0,1992,1999,6-9,215,1966,8,26,33,0
Carl Landry,10,PF,PHI,529,17.7,131,13161,0.6,2.8,1.1,3.9,-0.9,0.5,0.5,0.2,2008,2016,6-9,248,1983,9,25,33,0
Carl Nicks,2,SG,CLE,89,11.3,3,1470,0.5,-0.4,0.3,-0.1,-4.2,0.4,0.5,0.0,1981,1983,6-1,175,1958,3,23,25,1
Carl Thomas,5,SG,CLE,102,9.4,0,945,0.5,0.0,0.3,0.3,-4.6,0.4,0.5,0.3,1992,1998,6-4,175,1969,7,23,29,0
Carldell Johnson,1,PG,NOH,15,8.9,0,119,0.4,-0.1,0.1,0.0,-4.5,0.3,0.4,0.3,2012,2012,5-10,180,1983,1,29,29,1
Carlos Arroyo,16,PG,BOS,800,12.6,251,14753,0.5,0.9,0.7,1.6,-3.2,0.4,0.4,0.3,2002,2011,6-2,202,1979,10,23,32,0
Carlos Boozer,7,PF,CHI,509,18.7,482,15875,0.5,3.2,3.4,6.6,0.8,0.5,0.5,0.0,2003,2015,6-9,258,1981,13,22,34,0
Carlos Clark,2,SG,BOS,93,10.5,3,689,0.5,-0.2,0.4,0.3,-3.0,0.4,0.4,0.0,1984,1985,6-4,210,1960,2,24,25,1
Carlos Delfino,8,SF,HOU,507,12.1,170,11580,0.5,0.9,1.9,2.8,0.1,0.4,0.4,0.3,2005,2013,6-6,230,1982,9,23,31,0
Carlos Rogers,9,C,IND,317,14.2,55,6022,0.6,0.8,0.4,1.3,-2.2,0.5,0.6,0.1,1995,2002,6-11,220,1971,8,24,31,0
Carlos Terry,2,SG,WSB,68,5.5,3,574,0.3,-0.2,0.6,0.4,-2.4,0.3,0.3,0.0,1981,1983,6-5,210,1956,3,25,27,1
Carlton McKinney,1,SG,LAC,7,0.6,0,104,0.3,-0.4,0.1,-0.3,-8.1,0.2,0.3,0.0,1990,1992,6-4,190,1964,3,26,28,1
Carmelo Anthony,16,SF,NYK,1053,21.0,1053,38085,0.5,4.4,2.2,6.6,1.2,0.5,0.5,0.3,2004,2018,6-8,240,1984,15,20,34,0
Caron Butler,18,SF,SAC,1011,14.1,819,32535,0.5,1.5,1.6,3.1,-0.5,0.4,0.4,0.3,2003,2016,6-7,228,1980,14,23,36,0
