Player,careers,Pos,Tm,G,PER,GS,MP,TS,OWS,DWS,WS,BPM,FG,P2,P3,year_start,year_end,height,weight,birth_date,year_active,age_start,age_end,churn
Keith Askins,9,SF,MIA,486,8.9,80,7983,0.5,0.4,1.2,1.6,-0.5,0.4,0.4,0.3,1991,1999,6-7,197,1967,9,24,32,0
Keith Bogans,14,SG,BRK,802,9.5,379,17656,0.5,0.6,1.2,1.8,-1.0,0.4,0.5,0.3,2004,2014,6-5,215,1980,11,24,34,0
Keith Booth,2,SF,CHI,45,10.4,4,449,0.5,-0.7,0.3,-0.4,-6.6,0.3,0.4,0.0,1998,1999,6-6,226,1974,2,24,25,1
Keith Closs,2,C,LAC,72,15.8,6,907,0.5,0.4,0.3,0.6,-4.9,0.5,0.5,0.0,1998,2000,7-3,212,1976,3,22,24,1
Keith Edmonson,1,SG,ATL,32,6.8,2,309,0.4,-0.6,0.3,-0.3,-6.4,0.3,0.4,0.0,1983,1984,6-5,195,1960,2,23,24,1
Keith Herron,1,SG,CLE,30,6.8,0,269,0.4,-0.3,0.0,-0.3,-7.3,0.4,0.4,0.0,1979,1982,6-6,195,1956,4,23,26,1
Keith Jennings,3,PG,GSW,164,16.4,26,2955,0.6,1.9,0.6,2.6,-0.7,0.5,0.5,0.4,1993,1995,5-7,160,1968,3,25,27,1
Keith Lee,3,PF,NJN,182,12.2,43,2907,0.5,0.0,1.2,1.3,-2.2,0.4,0.5,0.1,1986,1989,6-10,215,1962,4,24,27,1
Keith McLeod,6,PG,IND,248,9.6,97,4441,0.5,-0.0,0.5,0.4,-4.9,0.4,0.4,0.3,2004,2007,6-2,188,1979,4,25,28,1
Keith Smart,1,PG,SAS,2,0.0,0,12,0.3,0.0,0.0,0.0,-14.5,0.0,0.0,0.0,1989,1989,6-1,175,1964,1,25,25,1
Keith Smith,1,SG,MIL,42,6.0,4,461,0.4,-0.5,0.5,0.0,-4.9,0.4,0.4,0.3,1987,1987,6-3,180,1964,1,23,23,1
Keith Tower,1,C,LAC,34,7.5,1,305,0.5,0.0,0.1,0.1,-6.1,0.4,0.5,0.0,1994,1997,6-11,250,1970,4,24,27,1
Kelenna Azubuike,5,SG,DAL,208,11.6,84,5025,0.5,1.4,0.4,1.9,-4.2,0.5,0.5,0.4,2007,2012,6-5,220,1983,6,24,29,0
Kelly Olynyk,4,C,BOS,278,15.6,36,5756,0.6,1.8,1.8,3.7,1.1,0.5,0.5,0.4,2014,2018,7-0,238,1991,5,23,27,0
Kelly Oubre,2,SF,WAS,142,8.6,14,2276,0.5,0.2,1.0,1.2,-4.0,0.4,0.5,0.3,2016,2018,6-7,205,1995,3,21,23,1
Kelly Tripucka,10,SF,CHH,707,15.7,575,20959,0.6,3.0,1.5,4.4,-0.1,0.5,0.5,0.3,1982,1991,6-6,220,1959,10,23,32,0
Kelvin Cato,5,C,HOU,330,14.8,118,6297,0.5,1.6,1.9,3.5,-0.1,0.5,0.5,0.2,1998,2007,6-11,255,1974,10,24,33,0
Kelvin Ransey,5,PG,NJN,394,14.7,166,9155,0.5,1.7,1.3,3.0,-2.4,0.5,0.5,0.1,1981,1986,6-1,170,1958,6,23,28,1
Kelvin Upshaw,8,SG,DAL,192,10.3,1,2522,0.5,0.0,0.2,0.3,-5.7,0.4,0.5,0.2,1989,1991,6-2,180,1963,3,26,28,1
Kemba Walker,6,PG,CHO,443,18.4,398,15008,0.5,3.2,2.2,5.4,2.0,0.4,0.4,0.3,2012,2018,6-1,172,1990,7,22,28,0
Ken Bannister,4,PF,LAC,178,10.9,21,2463,0.5,-0.4,0.8,0.4,-5.2,0.5,0.5,0.0,1985,1991,6-9,235,1960,7,25,31,0
Ken Norman,10,SF,ATL,646,13.2,441,18992,0.5,0.9,1.8,2.7,-1.7,0.5,0.5,0.2,1988,1997,6-8,215,1964,10,24,33,0
Kendall Gill,17,SG,MIL,1013,14.1,837,31164,0.5,1.3,1.7,3.0,-0.0,0.4,0.4,0.3,1991,2005,6-5,195,1968,15,23,37,0
Kendall Marshall,4,PG,PHI,160,9.9,57,3083,0.5,-0.0,0.3,0.2,-6.2,0.4,0.4,0.4,2013,2016,6-4,200,1991,4,22,25,1
Kendrick Perkins,9,C,OKC,631,10.3,471,14517,0.5,0.1,2.6,2.7,-0.7,0.5,0.5,0.0,2004,2016,6-10,270,1984,13,20,32,0
Kennard Winchester,4,SG,HOU,137,14.6,1,1092,0.5,0.1,0.3,0.4,-1.8,0.4,0.4,0.4,1991,1993,6-5,210,1966,3,25,27,1
Kenneth Faried,4,PF,DEN,283,19.9,246,7254,0.6,3.7,1.8,5.6,0.9,0.5,0.5,0.2,2012,2018,6-8,228,1989,7,23,29,0
Kenny Anderson,21,PG,ATL,1088,15.4,835,31922,0.5,2.1,1.5,3.6,-0.4,0.4,0.4,0.3,1992,2005,6-0,168,1970,14,22,35,0
Kenny Battle,7,SG,BOS,198,13.9,25,2786,0.6,0.4,0.3,0.7,-0.4,0.5,0.6,0.1,1990,1993,6-6,210,1964,4,26,29,1
Kenny Carr,8,PF,POR,464,14.2,283,12758,0.6,1.5,1.7,3.2,-1.4,0.5,0.5,0.1,1978,1987,6-7,220,1955,10,23,32,0
Kenny Dennard,1,PF,DEN,43,7.6,0,413,0.4,-0.3,0.3,0.1,-2.4,0.4,0.4,0.3,1982,1984,6-8,220,1958,3,24,26,1
Kenny Fields,3,SF,LAC,170,12.4,37,2864,0.5,0.5,0.9,1.4,-2.2,0.5,0.5,0.2,1985,1988,6-5,220,1962,4,23,26,1
Kenny Gattison,6,PF,CHH,390,12.3,98,7704,0.6,1.0,1.2,2.2,-2.0,0.5,0.5,0.2,1987,1996,6-8,225,1964,10,23,32,0
Kenny Green,2,SF,WSB,61,10.0,0,674,0.5,-0.2,0.3,0.0,-8.2,0.4,0.4,0.0,1986,1987,6-6,210,1964,2,22,23,1
Kenny Higgs,1,PG,DEN,76,10.8,49,1696,0.5,0.9,0.1,1.0,-4.0,0.4,0.4,0.2,1979,1982,6-0,180,1955,4,24,27,1
Kenny Natt,1,SG,UTA,22,9.1,0,210,0.5,-0.1,0.1,0.1,-6.1,0.5,0.5,0.0,1981,1985,6-3,185,1958,5,23,27,1
Kenny Payne,4,SF,PHI,144,11.1,13,1167,0.5,-0.3,0.2,-0.0,-6.0,0.4,0.4,0.3,1990,1993,6-8,195,1966,4,24,27,1
Kenny Satterfield,3,PG,DEN,97,7.2,16,1482,0.4,-1.0,0.4,-0.7,-6.6,0.3,0.3,0.2,2002,2003,6-2,186,1981,2,21,22,1
Kenny Smith,15,PG,DEN,864,13.9,704,25399,0.6,2.3,1.0,3.4,-2.5,0.5,0.5,0.4,1988,1997,6-3,170,1965,10,23,32,0
Kenny Thomas,9,PF,SAC,582,14.2,417,16839,0.5,1.4,2.0,3.4,-0.6,0.5,0.5,0.1,2000,2010,6-7,261,1977,11,23,33,0
Kenny Walker,6,SF,WSB,424,11.9,160,8784,0.5,1.7,1.2,3.0,-1.4,0.5,0.5,0.1,1987,1995,6-8,210,1964,9,23,31,0
Kenny Williams,4,SF,IND,260,16.0,7,2918,0.5,1.1,0.8,1.8,-0.1,0.5,0.5,0.0,1991,1994,6-9,205,1969,4,22,25,1
Kent Bazemore,7,SF,ATL,418,10.9,172,7459,0.5,-0.3,1.5,1.2,-2.4,0.4,0.5,0.3,2013,2018,6-5,201,1989,6,24,29,0
Kent Benson,6,C,UTA,395,13.3,233,8440,0.5,1.4,1.9,3.2,0.5,0.5,0.5,0.2,1978,1988,6-10,235,1954,11,24,34,0
Kentavious Caldwell-Pope,4,SG,DET,314,11.5,274,9488,0.5,1.7,2.0,3.6,-0.3,0.4,0.5,0.3,2014,2018,6-5,205,1993,5,21,25,0
Kenyon Martin,13,PF,NYK,728,13.9,656,22599,0.5,0.9,2.7,3.6,-0.2,0.5,0.5,0.2,2001,2015,6-9,234,1977,15,24,38,0
Keon Clark,6,C,SAC,397,15.4,65,8912,0.5,1.4,2.2,3.6,-0.1,0.5,0.5,0.0,1999,2004,6-11,220,1975,6,24,29,1
Kerry Kittles,8,SG,LAC,507,15.3,455,16929,0.5,3.3,2.3,5.6,1.3,0.4,0.5,0.4,1997,2005,6-5,179,1974,9,23,31,0
Kevin Brooks,3,SF,DEN,126,8.0,2,1031,0.5,-0.3,0.3,-0.0,-8.6,0.4,0.4,0.2,1992,1994,6-6,200,1969,3,23,25,1
Kevin Burleson,1,PG,CHA,39,5.1,1,340,0.4,-0.6,0.4,-0.2,-4.3,0.2,0.4,0.2,2006,2006,6-3,205,1979,1,27,27,1
Kevin Duckworth,8,C,LAC,498,10.3,342,11987,0.5,0.4,1.7,2.0,-4.5,0.5,0.5,0.1,1987,1997,7-0,275,1964,11,23,33,0
Kevin Durant,10,SF,GSW,703,25.4,703,26278,0.6,8.5,3.5,12.0,5.2,0.5,0.5,0.4,2008,2018,6-9,240,1988,11,20,30,0
Kevin Edwards,13,SG,VAN,643,11.8,307,15819,0.5,-0.2,1.1,1.0,-2.5,0.4,0.4,0.3,1989,2001,6-3,190,1965,13,24,36,0
Kevin Gamble,12,SF,SAC,714,11.6,283,15833,0.5,1.9,1.0,2.9,-1.4,0.4,0.4,0.3,1988,1997,6-5,210,1965,10,23,32,0
Kevin Garnett,23,PF,MIN,1509,21.0,1472,51370,0.5,4.4,4.0,8.4,4.2,0.5,0.5,0.2,1996,2016,6-11,240,1976,21,20,40,0
Kevin Grevey,4,SF,MIL,254,11.2,82,5025,0.5,0.8,1.4,2.2,-2.8,0.4,0.4,0.3,1976,1985,6-5,210,1953,10,23,32,0
Kevin Henderson,2,SG,GSW,29,6.6,4,360,0.4,-0.2,0.1,-0.2,-6.4,0.4,0.4,0.0,1987,1988,6-4,195,1964,2,23,24,1
Kevin Johnson,14,PG,PHO,815,19.4,651,26978,0.6,5.2,1.7,6.9,1.4,0.5,0.5,0.3,1988,2000,6-1,180,1966,13,22,34,0
Kevin Loder,4,SF,KCK,158,10.8,26,2227,0.5,0.2,0.5,0.6,-2.9,0.5,0.5,0.3,1982,1984,6-6,205,1959,3,23,25,1
Kevin Love,9,PF,CLE,576,21.4,494,18774,0.6,5.4,2.4,7.8,2.4,0.4,0.5,0.3,2009,2018,6-10,251,1988,10,21,30,0
Kevin Lynch,2,SG,CHH,95,7.6,11,1143,0.5,-0.2,0.3,0.2,-3.8,0.5,0.5,0.2,1992,1993,6-5,195,1968,2,24,25,1
Kevin Martin,16,SG,SAS,815,16.0,560,24287,0.6,3.3,0.8,4.2,-1.0,0.4,0.4,0.4,2005,2016,6-7,199,1983,12,22,33,0
Kevin McKenna,6,SG,NJN,243,9.4,26,3460,0.5,0.2,0.5,0.7,-2.9,0.4,0.4,0.3,1982,1988,6-5,195,1959,7,23,29,0
Kevin Murphy,1,SG,UTA,17,-4.5,0,52,0.3,-0.3,0.0,-0.3,-17.6,0.2,0.3,0.2,2013,2013,6-5,185,1990,1,23,23,1
Kevin Ollie,15,PG,OKC,792,10.7,126,13800,0.5,0.8,0.5,1.3,-4.0,0.4,0.4,0.3,1998,2010,6-4,195,1972,13,26,38,0
Kevin Pritchard,5,PG,WSB,108,12.7,1,1283,0.6,0.0,0.1,0.1,-3.7,0.5,0.5,0.4,1991,1996,6-3,180,1967,6,24,29,1
Kevin Restani,3,PF,CLE,94,6.1,0,966,0.4,-0.2,0.2,0.0,-4.3,0.4,0.4,0.0,1975,1982,6-9,225,1951,8,24,31,0
Kevin Seraphin,4,PF,IND,233,13.4,24,3496,0.5,0.2,1.0,1.2,-3.1,0.5,0.5,0.0,2011,2017,6-9,285,1989,7,22,28,0
Kevin Stacom,1,SG,MIL,7,4.0,0,90,0.4,-0.2,0.1,-0.1,-9.6,0.4,0.4,0.5,1975,1982,6-3,185,1951,8,24,31,0
Kevin Thompson,1,C,POR,14,4.9,0,58,0.4,-0.1,0.0,0.0,-5.6,0.4,0.5,0.0,1994,1994,6-11,260,1971,1,23,23,1
Kevin Williams,6,SG,NJN,301,9.9,13,3380,0.5,-0.1,0.5,0.4,-3.5,0.4,0.4,0.1,1984,1989,6-2,175,1961,6,23,28,1
Kevin Willis,26,C,ATL,1639,14.8,1036,44674,0.5,1.4,2.1,3.5,-3.0,0.5,0.5,0.1,1985,2007,7-0,220,1962,23,23,45,0
Kevinn Pinkney,1,PF,BOS,6,11.6,0,100,0.5,0.1,0.1,0.2,-1.9,0.4,0.4,0.5,2007,2007,6-10,245,1983,1,24,24,1
Kevon Looney,2,C,GSW,58,16.0,4,468,0.6,0.4,0.4,0.8,-4.6,0.5,0.6,0.4,2016,2018,6-9,220,1996,3,20,22,1
Keyon Dooling,13,PG,MEM,728,10.9,86,14134,0.5,0.7,0.8,1.4,-3.7,0.4,0.4,0.3,2001,2013,6-3,196,1980,13,21,33,0
Khalid El-Amin,1,PG,CHI,50,12.2,14,936,0.5,0.2,0.4,0.6,-3.8,0.4,0.4,0.3,2001,2001,5-10,200,1979,1,22,22,1
Khalid Reeves,10,PG,CHI,391,10.9,155,8102,0.5,0.6,0.4,1.1,-3.2,0.4,0.4,0.3,1995,2000,6-3,199,1972,6,23,28,1
Khris Middleton,5,SF,MIL,296,14.3,224,9054,0.6,2.1,1.5,3.6,-0.5,0.4,0.5,0.4,2013,2018,6-8,234,1991,6,22,27,0
Kiki Vandeweghe,14,SF,LAC,804,16.9,549,24079,0.6,4.8,0.6,5.5,-1.1,0.5,0.5,0.3,1981,1993,6-8,220,1958,13,23,35,0
Kim English,1,SG,DET,41,7.9,0,407,0.5,0.0,0.2,0.2,-4.2,0.4,0.5,0.3,2013,2013,6-6,200,1988,1,25,25,1
Kirk Haston,2,SF,NOH,27,-2.6,0,134,0.2,-0.4,0.1,-0.3,-13.8,0.2,0.2,0.0,2002,2003,6-9,242,1979,2,23,24,1
Kirk Hinrich,17,PG,ATL,997,11.4,723,29803,0.5,1.4,1.9,3.3,-1.0,0.4,0.4,0.4,2004,2016,6-4,190,1981,13,23,35,0
Kirk Penney,2,SG,LAC,6,-5.8,0,30,0.3,-0.1,0.0,-0.1,-15.2,0.2,0.2,0.2,2004,2005,6-5,220,1980,2,24,25,1
Kirk Snyder,6,SF,MIN,247,12.7,89,4301,0.5,0.4,0.5,0.9,-1.8,0.5,0.5,0.3,2005,2008,6-6,225,1983,4,22,25,1
Kiwane Garris,2,SG,ORL,31,2.4,0,248,0.3,-0.1,0.0,-0.1,-11.8,0.3,0.3,0.2,1998,2000,6-2,183,1974,3,24,26,1
Klay Thompson,6,SG,GSW,464,16.4,427,15182,0.6,3.6,2.4,6.1,0.4,0.5,0.5,0.4,2012,2018,6-7,215,1990,7,22,28,0
Kobe Bryant,20,SF,LAL,1346,21.6,1198,48637,0.5,6.1,2.5,8.6,2.9,0.4,0.5,0.3,1997,2016,6-6,212,1978,20,19,38,0
Korleone Young,1,SF,DET,3,31.3,0,15,0.6,0.1,0.0,0.1,6.0,0.5,0.7,0.2,1999,1999,6-7,213,1978,1,21,21,1
Kornel David,3,SF,CHI,108,11.5,16,1819,0.5,0.3,0.5,0.7,-5.1,0.4,0.4,0.0,1999,2001,6-9,235,1971,3,28,30,1
Kosta Koufos,4,C,SAC,241,13.5,146,4006,0.5,1.2,1.2,2.3,-3.2,0.5,0.5,0.0,2009,2018,7-0,265,1989,10,20,29,0
Kostas Papanikolaou,2,SF,DEN,69,6.9,7,1089,0.5,-0.4,0.6,0.2,-3.3,0.4,0.4,0.3,2015,2016,6-8,225,1990,2,25,26,1
Kris Dunn,1,PG,MIN,78,8.1,7,1333,0.4,-1.2,1.3,0.1,-2.2,0.4,0.4,0.3,2017,2018,6-4,210,1994,2,23,24,0
Kris Humphries,14,PF,ATL,746,14.1,156,12876,0.5,0.6,1.2,1.8,-2.8,0.4,0.4,0.1,2005,2017,6-9,235,1985,13,20,32,0
Kris Joseph,3,SF,BRK,20,0.4,0,108,0.2,-0.2,0.0,-0.1,-11.1,0.1,0.1,0.0,2013,2013,6-7,210,1988,1,25,25,1
Kristaps Porzingis,2,PF,NYK,138,17.5,137,4211,0.5,2.0,2.5,4.4,0.2,0.4,0.5,0.3,2016,2018,7-3,240,1995,3,21,23,1
Kurk Lee,1,PG,NJN,48,5.6,0,265,0.4,-0.3,0.2,-0.1,-6.7,0.3,0.3,0.2,1991,1991,6-3,190,1967,1,24,24,1
Kurt Nimphius,11,C,PHI,647,11.0,260,13670,0.5,1.0,0.8,1.8,-2.1,0.5,0.5,0.1,1982,1990,6-10,218,1958,9,24,32,0
Kurt Rambis,10,PF,LAL,616,12.9,337,12116,0.6,1.0,1.7,2.7,1.4,0.5,0.5,0.0,1982,1995,6-8,213,1958,14,24,37,0
Kurt Thomas,15,PF,NYK,957,13.4,597,24348,0.5,1.4,2.5,3.9,-0.3,0.5,0.5,0.3,1996,2013,6-9,230,1972,18,24,41,0
Kwame Brown,6,C,DET,372,12.3,158,8599,0.5,0.8,1.4,2.3,-2.2,0.5,0.5,0.1,2002,2013,6-11,270,1982,12,20,31,0
Kyle Anderson,3,SG,SAS,183,11.2,33,2623,0.5,0.4,1.8,2.2,0.2,0.4,0.4,0.3,2015,2018,6-9,230,1993,4,22,25,1
Kyle Korver,18,SG,CLE,1173,12.7,440,30800,0.6,2.4,1.7,4.1,0.5,0.4,0.5,0.4,2004,2018,6-7,212,1981,15,23,37,0
Kyle Lowry,13,PG,TOR,790,17.6,498,23737,0.6,3.9,1.8,5.6,2.8,0.4,0.5,0.3,2007,2018,6-0,205,1986,12,21,32,0
Kyle Macy,6,PG,IND,469,13.8,257,12777,0.6,3.3,1.9,5.2,0.0,0.5,0.5,0.3,1981,1987,6-3,175,1957,7,24,30,0
Kyle O'Quinn,5,C,NYK,321,17.0,50,4643,0.5,0.9,1.4,2.2,0.7,0.5,0.5,0.1,2013,2018,6-10,250,1990,6,23,28,0
Kyle Singler,7,SF,OKC,424,8.3,230,9478,0.5,1.0,0.8,1.7,-2.3,0.4,0.4,0.3,2013,2018,6-8,228,1988,6,25,30,0
Kyle Weaver,3,SG,UTA,73,10.7,19,1379,0.5,0.1,0.4,0.5,-2.2,0.4,0.4,0.4,2009,2011,6-6,201,1986,3,23,25,1
Kyle Wiltjer,1,PF,HOU,14,6.7,0,44,0.4,-0.1,0.1,0.0,-4.0,0.3,0.0,0.3,2017,2017,6-10,240,1992,1,25,25,1
Kyrie Irving,6,PG,CLE,381,21.2,381,13024,0.6,5.2,1.5,6.7,2.9,0.5,0.5,0.4,2012,2018,6-3,193,1992,7,20,26,0
Kyrylo Fesenko,2,C,UTA,102,7.8,6,864,0.5,-0.2,0.4,0.2,-4.7,0.5,0.5,0.0,2008,2012,7-1,288,1986,5,22,26,0
LaBradford Smith,4,SG,SAC,242,10.7,42,3960,0.5,-0.1,0.5,0.5,-3.8,0.4,0.4,0.3,1992,1994,6-3,200,1969,3,23,25,1
LaMarcus Aldridge,11,PF,SAS,794,20.3,753,27568,0.5,4.9,3.0,7.9,1.1,0.5,0.5,0.2,2007,2018,6-11,260,1985,12,22,33,0
LaPhonso Ellis,10,PF,MIA,618,13.9,359,17558,0.5,1.5,1.8,3.3,-1.1,0.4,0.5,0.3,1993,2003,6-8,240,1970,11,23,33,0
LaSalle Thompson,10,C,IND,728,13.6,428,16493,0.5,0.6,2.0,2.6,-1.1,0.5,0.5,0.1,1983,1997,6-10,245,1961,15,22,36,0
Lamar Odom,14,PF,LAC,961,15.8,684,32131,0.5,2.6,2.9,5.5,2.0,0.5,0.5,0.3,2000,2013,6-10,220,1979,14,21,34,0
Lamar Patterson,2,SG,ATL,40,1.6,0,435,0.4,-0.2,0.2,0.1,-8.0,0.3,0.4,0.2,2016,2017,6-5,225,1991,2,25,26,1
Lamond Murray,11,SF,NJN,736,13.5,364,18477,0.5,0.7,1.1,1.8,-2.3,0.4,0.4,0.4,1995,2006,6-7,236,1973,12,22,33,0
Lamont Strothers,2,SG,DAL,13,5.8,0,155,0.4,-0.2,0.0,-0.2,-9.5,0.3,0.4,0.1,1992,1993,6-4,190,1968,2,24,25,1
Lanard Copeland,2,SG,LAC,33,7.0,0,158,0.4,-0.2,0.0,-0.2,-10.4,0.4,0.4,0.1,1990,1992,6-6,190,1965,3,25,27,1
Lancaster Gordon,3,SG,LAC,193,9.1,6,2516,0.4,-1.3,0.4,-0.9,-6.0,0.4,0.4,0.3,1985,1988,6-3,185,1962,4,23,26,1
Lance Blanks,3,SG,MIN,142,9.3,2,1045,0.5,-0.0,0.3,0.2,-2.8,0.4,0.5,0.3,1991,1993,6-4,190,1966,3,25,27,1
Lance Stephenson,12,SG,IND,445,10.4,202,10626,0.5,0.2,1.2,1.3,-3.4,0.4,0.5,0.3,2011,2018,6-5,230,1990,8,21,28,0
Lance Thomas,6,PF,NYK,271,8.7,104,5891,0.5,0.1,0.4,0.5,-4.6,0.4,0.4,0.3,2012,2018,6-8,235,1988,7,24,30,0
Landry Fields,5,SF,TOR,255,11.0,176,6010,0.5,0.9,1.1,2.1,-1.1,0.5,0.5,0.3,2011,2015,6-7,210,1988,5,23,27,0
Langston Galloway,5,PG,SAC,275,10.7,52,6480,0.5,0.5,0.9,1.4,-2.2,0.4,0.4,0.4,2015,2018,6-2,200,1991,4,24,27,1
Laron Profit,4,SG,LAL,135,9.9,18,1537,0.5,-0.1,0.3,0.2,-4.0,0.4,0.5,0.2,2000,2006,6-5,204,1977,7,23,29,1
Larry Demic,1,PF,NYK,48,5.7,0,356,0.5,-0.4,0.2,-0.1,-6.6,0.5,0.5,0.0,1980,1982,6-9,225,1957,3,23,25,1
Larry Drew,10,PG,PHI,650,12.8,342,17008,0.5,1.4,1.1,2.4,-3.6,0.5,0.5,0.3,1981,1991,6-1,170,1958,11,23,33,0
Larry Hughes,21,PG,ORL,977,13.2,639,29306,0.5,0.4,1.4,1.8,-1.4,0.4,0.4,0.3,1999,2012,6-5,184,1979,14,20,33,0
Larry Johnson,10,PF,NYK,707,15.9,699,25685,0.5,4.4,2.6,7.0,2.2,0.5,0.5,0.3,1978,1978,6-3,205,1954,1,24,24,1
Larry Kenon,2,PF,CLE,80,12.8,14,1394,0.5,0.4,0.5,0.8,-1.9,0.5,0.5,0.0,1974,1983,6-9,205,1952,10,22,31,0
Larry Krystkowiak,7,PF,ORL,398,11.1,120,8799,0.5,1.0,1.2,2.2,-2.7,0.5,0.5,0.1,1987,1997,6-9,220,1964,11,23,33,0
Larry Micheaux,2,PF,HOU,96,15.1,0,959,0.6,0.7,0.6,1.4,0.4,0.6,0.6,0.0,1984,1985,6-9,220,1960,2,24,25,1
Larry Nance,16,PF,LAL,1080,19.2,865,34879,0.6,4.5,3.0,7.5,3.6,0.5,0.5,0.2,1982,1994,6-10,205,1959,13,23,35,0
Larry Owens,4,SF,NJN,31,10.0,0,361,0.5,0.0,0.1,0.1,-1.3,0.4,0.5,0.4,2011,2012,6-7,210,1983,2,28,29,1
Larry Robinson,8,SG,NYK,133,10.5,22,2082,0.5,0.1,0.2,0.3,-4.7,0.4,0.4,0.3,1991,2002,6-3,180,1968,12,23,34,0
Larry Sanders,3,C,MIL,146,15.3,75,3164,0.5,0.7,1.8,2.6,0.7,0.5,0.5,0.0,2011,2017,6-11,235,1988,7,23,29,0
Larry Smith,6,PF,HOU,370,11.5,224,9627,0.5,1.3,1.8,3.2,-0.0,0.5,0.5,0.0,1981,1993,6-8,215,1958,13,23,35,0
Larry Spriggs,3,SF,LAL,156,10.7,39,2126,0.6,0.3,0.8,1.1,-2.0,0.5,0.5,0.0,1982,1986,6-7,230,1959,5,23,27,1
Larry Stewart,4,SF,SEA,267,12.4,72,5380,0.5,1.3,1.1,2.4,-1.5,0.5,0.5,0.1,1992,1997,6-8,220,1968,6,24,29,1
Latrell Sprewell,13,SF,MIN,913,15.1,868,35270,0.5,2.2,2.1,4.3,0.2,0.4,0.5,0.3,1993,2005,6-5,190,1970,13,23,35,0
Lavor Postell,3,SG,NYK,61,8.7,0,446,0.5,-0.2,0.1,-0.1,-8.8,0.3,0.4,0.3,2001,2003,6-5,215,1978,3,23,25,1
Lavoy Allen,4,PF,IND,256,11.9,46,4572,0.5,0.7,1.0,1.7,-2.2,0.4,0.5,0.1,2012,2017,6-9,260,1989,6,23,28,0
Lawrence Funderburke,4,PF,SAC,230,16.6,5,3778,0.5,1.7,0.9,2.6,-1.6,0.5,0.5,0.1,1998,2005,6-9,230,1970,8,28,35,0
Lawrence Moten,3,SG,WAS,119,9.0,21,1814,0.4,-0.2,0.2,0.0,-6.9,0.4,0.4,0.2,1996,1998,6-5,185,1972,3,24,26,1
Lawrence Roberts,2,PF,MEM,87,13.6,18,1150,0.5,0.8,0.4,1.2,-1.4,0.5,0.5,0.0,2006,2007,6-9,240,1982,2,24,25,1
Lazar Hayward,3,SF,MIN,72,8.4,0,591,0.4,-0.0,0.1,0.1,-4.8,0.3,0.4,0.2,2011,2013,6-6,225,1986,3,25,27,1
Lazaro Borrell,1,SF,SEA,17,15.0,6,167,0.5,0.1,0.2,0.3,-3.5,0.4,0.5,0.0,2000,2000,6-8,220,1972,1,28,28,1
LeBron James,14,SF,CLE,1061,27.7,1060,41272,0.6,10.3,4.4,14.7,9.2,0.5,0.5,0.3,2004,2018,6-8,250,1984,15,20,34,0
Leandro Barbosa,16,SG,PHO,914,14.3,112,19768,0.5,1.6,0.9,2.4,-1.2,0.4,0.5,0.4,2004,2017,6-3,194,1982,14,22,35,0
Ledell Eackles,7,SG,WAS,441,13.5,88,8917,0.5,0.8,0.7,1.5,-3.5,0.4,0.5,0.3,1989,1998,6-5,220,1966,10,23,32,0
Lee Mayberry,7,PG,VAN,496,9.7,150,10337,0.5,0.9,0.2,1.1,-5.2,0.4,0.5,0.4,1993,1999,6-1,172,1970,7,23,29,0
Lee Nailon,6,SF,NOH,306,13.4,100,5980,0.5,0.7,0.6,1.3,-4.1,0.5,0.5,0.1,2001,2006,6-9,238,1975,6,26,31,1
Len Elmore,1,C,NJN,74,8.2,0,975,0.4,-1.0,1.9,0.9,-2.9,0.4,0.4,0.0,1975,1984,6-9,220,1952,10,23,32,0
Leon Powe,4,C,MEM,165,17.1,10,1998,0.6,1.1,0.7,1.8,-4.0,0.5,0.5,0.0,2007,2011,6-8,240,1984,5,23,27,0
Leon Wood,10,SG,SAC,394,14.2,28,6638,0.5,0.8,0.3,1.1,-2.8,0.4,0.5,0.3,1985,1991,6-3,185,1962,7,23,29,0
Leonard Taylor,1,PF,GSW,10,3.8,0,37,0.4,-0.1,0.0,-0.1,-12.8,0.0,0.0,0.0,1990,1990,6-8,220,1966,1,24,24,1
Leroy Combs,1,SF,IND,48,13.5,0,446,0.5,-0.2,0.6,0.4,-3.3,0.5,0.5,0.0,1984,1984,6-8,210,1961,1,23,23,1
Les Jepsen,2,C,SAC,52,8.9,0,192,0.4,-0.0,0.1,0.0,-9.1,0.3,0.4,0.0,1991,1992,7-0,237,1967,2,24,25,1
Lester Conner,12,PG,IND,728,13.6,285,15551,0.5,1.2,1.3,2.5,0.2,0.4,0.5,0.1,1983,1995,6-4,180,1959,13,24,36,0
Lester Hudson,8,SG,LAC,98,11.4,0,1059,0.5,-0.1,0.1,0.1,-4.4,0.4,0.4,0.3,2010,2015,6-3,190,1984,6,26,31,0
Lewis Lloyd,5,SG,HOU,351,16.4,260,9188,0.6,2.5,1.5,4.0,-0.1,0.5,0.5,0.2,1982,1990,6-6,205,1959,9,23,31,0
Linas Kleiza,7,SF,TOR,409,11.8,65,8185,0.5,1.0,0.9,1.9,-3.1,0.4,0.5,0.3,2006,2013,6-8,245,1985,8,21,28,0
Lindsey Hunter,17,PG,CHI,937,10.5,438,23253,0.5,0.6,1.4,1.9,-1.7,0.4,0.4,0.3,1994,2010,6-2,170,1970,17,24,40,0
